Expedition,Site,Hole,Core,Section,Top Depth (cm),Bottom Depth (cm),Depth (mbsf),Depth (rmcd),Depth (rmcd adj),Age (Ma),Material,d13C,d18O,Lab,Source
198,1209,A,25,6,112,,235.32,261.6,261.6,66.025,bulk forams ,1.494,-0.637,Bremen,BD
198,1209,A,25,6,108,,235.28,261.56,261.56,66.017,bulk forams ,1.538,-0.581,Bremen,BD
198,1209,A,25,6,108,,235.28,261.56,261.56,66.017,bulk forams ,1.547,-0.576,Bremen,BD
198,1209,A,25,6,108,,235.28,261.56,261.56,66.017,bulk forams ,1.609,-0.536,Bremen,BD
198,1209,A,25,6,104,,235.24,261.52,261.52,66.008,bulk forams ,1.404,-0.703,Bremen,BD
198,1209,A,25,6,96,,235.16,261.44,261.44,65.988,bulk forams ,1.373,-0.721,Bremen,BD
198,1209,A,25,6,80,,235,261.28,261.28,65.95,bulk forams ,1.524,-0.786,Bremen,BD
198,1209,A,25,6,60,,234.8,261.08,261.08,65.902,bulk forams ,1.355,-1.089,Bremen,BD
198,1209,A,25,6,48,,234.68,260.96,260.96,65.877,bulk forams ,1.293,-1.078,Bremen,BD
198,1209,A,25,6,40,,234.6,260.88,260.88,65.859,bulk forams ,1.267,-0.951,Bremen,BD
198,1209,A,25,6,32,,234.52,260.8,260.8,65.842,bulk forams ,1.221,-0.908,Bremen,BD
198,1209,A,25,6,28,,234.48,260.76,260.76,65.834,bulk forams ,1.282,-1.07,Bremen,BD
198,1209,A,25,6,16,,234.36,260.64,260.64,65.808,bulk forams ,0.662,-2.277,Bremen,BD
198,1209,A,25,6,8,,234.28,260.56,260.56,65.793,bulk forams ,1.214,-1.165,Bremen,BD
198,1209,A,25,6,8,,234.28,260.56,260.56,65.793,bulk forams ,1.168,-1.062,Bremen,BD
198,1209,A,25,6,8,,234.28,260.56,260.56,65.793,bulk forams ,1.299,-1.055,Bremen,BD
198,1209,A,25,6,4,,234.24,260.52,260.52,65.786,bulk forams ,1.136,-1.116,Bremen,BD
198,1209,C,15,2,132,,233.82,260.44,260.365,65.757,bulk forams ,1.177,-1.02,Bremen,BD
198,1209,C,15,2,120,,233.7,260.32,260.235,65.732,bulk forams ,1.169,-0.936,Bremen,BD
198,1209,C,15,2,112,,233.62,260.24,260.1483333,65.716,bulk forams ,1.068,-1.067,Bremen,BD
198,1209,C,15,2,104,,233.54,260.16,260.0681206,65.686,bulk forams ,1.055,-0.954,Bremen,BD
198,1209,C,15,2,96,,233.46,260.08,259.9943617,65.637,bulk forams ,1.135,-0.835,Bremen,BD
198,1209,C,15,2,88,,233.38,260,259.9206028,65.596,bulk forams ,1.088,-0.823,Bremen,BD
198,1209,C,15,2,80,,233.3,259.92,259.846844,65.578,bulk forams ,0.979,-0.921,Bremen,BD
198,1209,C,15,2,76,,233.26,259.88,259.8099645,65.569,bulk forams ,1.109,-0.843,Bremen,BD
198,1209,C,15,2,60,,233.1,259.72,259.6624468,65.533,bulk forams ,0.976,-0.86,Bremen,BD
198,1209,C,15,2,60,,233.1,259.72,259.6624468,65.533,bulk forams ,1.107,-0.793,Bremen,BD
198,1209,C,15,2,60,,233.1,259.72,259.6624468,65.533,bulk forams ,1.156,-0.794,Bremen,BD
198,1209,C,15,2,48,,232.98,259.6,259.5518085,65.513,bulk forams ,1.183,-0.73,Bremen,BD
198,1209,C,15,2,36,,232.86,259.48,259.4411702,65.495,bulk forams ,1.281,-0.872,Bremen,BD
198,1209,C,15,2,20,,232.7,259.32,259.2936525,65.471,bulk forams ,1.205,-0.72,Bremen,BD
198,1209,C,15,2,12,,232.62,259.24,259.2198936,65.46,bulk forams ,1.334,-0.73,Bremen,BD
198,1209,C,15,2,8,,232.58,259.2,259.1830142,65.454,bulk forams ,1.227,-0.794,Bremen,BD
198,1209,C,15,2,0,,232.5,259.12,259.1092553,65.442,bulk forams ,1.273,-0.599,Bremen,BD
198,1209,C,15,1,138,,232.38,259,258.998617,65.409,bulk forams ,1.282,-0.813,Bremen,BD
198,1209,C,15,1,130,,232.3,258.92,258.9248582,65.379,bulk forams ,1.288,-0.706,Bremen,BD
198,1209,C,15,1,118,,232.18,258.8,258.8142199,65.335,bulk forams ,1.293,-0.715,Bremen,BD
198,1209,C,15,1,110,,232.1,258.72,258.7345513,65.314,bulk forams ,1.192,-0.891,Bremen,BD
198,1209,C,15,1,110,,232.1,258.72,258.7345513,65.314,bulk forams ,1.245,-0.829,Bremen,BD
198,1209,C,15,1,110,,232.1,258.72,258.7345513,65.314,bulk forams ,1.222,-0.743,Bremen,BD
198,1209,C,15,1,102,,232.02,258.64,258.6540385,65.295,bulk forams ,1.072,-0.992,Bremen,BD
198,1209,C,15,1,98,,231.98,258.6,258.6137821,65.285,bulk forams ,1.06,-1.005,Bremen,BD
198,1209,C,15,1,94,,231.94,258.56,258.5735256,65.275,bulk forams ,1.024,-0.931,Bremen,BD
198,1209,C,15,1,90,,231.9,258.52,258.5332692,65.266,bulk forams ,1.132,-0.941,Bremen,BD
198,1209,C,15,1,86,,231.86,258.48,258.4930128,65.256,bulk forams ,0.973,-0.785,Bremen,BD
198,1209,C,15,1,82,,231.82,258.44,258.4527564,65.247,bulk forams ,1.008,-0.9,Bremen,BD
198,1209,B,25,6,116,,232.26,258.49,258.4304667,65.242,bulk forams ,1.053,-0.692,Bremen,BD
198,1209,B,25,6,112,,232.22,258.45,258.3955333,65.233,bulk forams ,1.076,-0.798,Bremen,BD
198,1209,B,25,6,108,,232.18,258.41,258.3606,65.225,bulk forams ,1.055,-0.954,Bremen,BD
198,1209,B,25,6,100,,232.1,258.33,258.2907333,65.189,bulk forams ,1.139,-0.806,Bremen,BD
198,1209,B,25,6,100,,232.1,258.33,258.2907333,65.189,bulk forams ,1.207,-0.736,Bremen,BD
198,1209,B,25,6,100,,232.1,258.33,258.2907333,65.189,bulk forams ,1.185,-0.768,Bremen,BD
198,1209,B,25,6,96,,232.06,258.29,258.2558,65.171,bulk forams ,0.77,-0.82,Bremen,BD
198,1209,B,25,6,92,,232.02,258.25,258.2208667,65.153,bulk forams ,1.133,-0.798,Bremen,BD
198,1209,B,25,6,88,,231.98,258.21,258.1859333,65.135,bulk forams ,1.278,-0.797,Bremen,BD
198,1209,B,25,6,84,,231.94,258.17,258.151,65.128,bulk forams ,1.313,-0.795,Bremen,BD
198,1209,B,25,6,80,,231.9,258.13,258.1160667,65.122,bulk forams ,1.27,-0.906,Bremen,BD
198,1209,B,25,6,68,,231.78,258.01,258.01,65.106,bulk forams ,1.131,-0.824,Bremen,BD
198,1209,B,25,6,66,,231.76,257.99,257.99,65.103,bulk forams ,1.536,-0.025,Bremen,BD
198,1209,B,25,6,66,,231.76,257.99,257.99,65.103,bulk forams ,1.48,-0.116,Bremen,BD
198,1209,B,25,6,52,,231.62,257.85,257.85,65.082,bulk forams ,1.255,-0.791,Bremen,BD
198,1209,B,25,6,28,,231.38,257.61,257.61,65.046,bulk forams ,1.5,-0.537,Bremen,BD
198,1209,B,25,6,16,,231.26,257.49,257.49,65.023,bulk forams ,1.608,-0.476,Bremen,BD
198,1209,B,25,6,8,,231.18,257.41,257.41,65.005,bulk forams ,1.476,-0.583,Bremen,BD
198,1209,B,25,6,8,,231.18,257.41,257.41,65.005,bulk forams ,1.471,-0.544,Bremen,BD
198,1209,B,25,6,8,,231.18,257.41,257.41,65.005,bulk forams ,1.452,-0.491,Bremen,BD
198,1209,B,25,6,4,,231.14,257.37,257.37,64.995,bulk forams ,1.496,-0.401,Bremen,BD
198,1209,B,25,5,146,,231.06,257.29,257.29,64.976,bulk forams ,1.452,-0.302,Bremen,BD
198,1209,B,25,5,134,,230.94,257.17,257.17,64.948,bulk forams ,1.404,-0.563,Bremen,BD
198,1209,B,25,5,110,,230.7,256.93,256.93,64.867,bulk forams ,1.499,-0.411,Bremen,BD
198,1209,B,25,5,106,,230.66,256.89,256.89,64.851,bulk forams ,1.448,-0.118,Bremen,BD
198,1209,B,25,5,102,,230.62,256.85,256.85,64.836,bulk forams ,1.478,-0.211,Bremen,BD
198,1209,B,25,5,94,,230.54,256.77,256.77,64.817,bulk forams ,1.371,-0.291,Bremen,BD
198,1209,B,25,5,82,,230.42,256.65,256.65,64.79,bulk forams ,1.505,-0.595,Bremen,BD
198,1209,B,25,5,74,,230.34,256.57,256.57,64.772,bulk forams ,1.556,-0.387,Bremen,BD
198,1209,B,25,5,66,,230.26,256.49,256.49,64.755,bulk forams ,1.487,-0.042,Bremen,BD
198,1209,B,25,5,58,,230.18,256.41,256.41,64.737,bulk forams ,1.581,-0.168,Bremen,BD
198,1209,B,25,5,54,,230.14,256.37,256.37,64.729,bulk forams ,1.469,-0.253,Bremen,BD
198,1209,B,25,5,46,,230.06,256.29,256.29,64.712,bulk forams ,1.555,-0.05,Bremen,BD
198,1209,B,25,5,42,,230.02,256.25,256.25,64.704,bulk forams ,1.534,-0.486,Bremen,BD
198,1209,B,25,5,34,,229.94,256.17,256.17,64.687,bulk forams ,1.533,-0.595,Bremen,BD
198,1209,B,25,5,22,,229.82,256.05,256.05,64.662,bulk forams ,1.503,-0.603,Bremen,BD
198,1209,B,25,5,18,,229.78,256.01,256.01,64.654,bulk forams ,1.409,-0.687,Bremen,BD
198,1209,B,25,5,14,,229.74,255.97,255.97,64.645,bulk forams ,1.356,-0.635,Bremen,BD
198,1209,B,25,5,10,,229.7,255.93,255.93,64.637,bulk forams ,1.402,-0.637,Bremen,BD
198,1209,B,25,5,8,,229.68,255.91,255.91,64.632,bulk forams ,1.221,-0.407,Bremen,BD
198,1209,B,25,5,8,,229.68,255.91,255.91,64.632,bulk forams ,1.388,-0.328,Bremen,BD
198,1209,B,25,5,6,,229.66,255.89,255.89,64.625,bulk forams ,1.321,-0.455,Bremen,BD
198,1209,B,25,5,0,,229.6,255.83,255.83,64.604,bulk forams ,1.425,-0.581,Bremen,BD
198,1209,B,25,4,144,,229.54,255.77,255.77,64.583,bulk forams ,1.261,-0.459,Bremen,BD
198,1209,B,25,4,128,,229.38,255.61,255.61,64.528,bulk forams ,1.619,-0.471,Bremen,BD
198,1209,B,25,4,112,,229.22,255.45,255.45,64.419,bulk forams ,1.447,-0.593,Bremen,BD
198,1209,B,25,4,72,,228.82,255.05,255.05,64.29,bulk forams ,1.573,-0.425,Bremen,BD
198,1209,B,25,4,17,17.5,228.2725,254.5025,254.5025,64.094,bulk,2.119,-0.992,UCSC,PMH
198,1209,B,25,4,20,20.5,228.3025,254.5325,254.5325,64.104,bulk,2.188,-1.123,UCSC,PMH
198,1209,B,25,4,23,23.5,228.3325,254.5625,254.5625,64.115,bulk,2.163,-0.954,UCSC,PMH
198,1209,B,25,4,23,23.5,228.3325,254.5625,254.5625,64.115,bulk,2.172,-0.885,UCSC,PMH
198,1209,B,25,4,26,26.5,228.3625,254.5925,254.5925,64.126,bulk,2.134,-1.015,UCSC,PMH
198,1209,B,25,4,29,29.5,228.3925,254.6225,254.6225,64.137,bulk,2.189,-1.162,UCSC,PMH
198,1209,B,25,4,32,32.5,228.4225,254.6525,254.6525,64.148,bulk,2.106,-1.15,UCSC,PMH
198,1209,B,25,4,35,35.5,228.4525,254.6825,254.6825,64.158,bulk,2.125,-1.143,UCSC,PMH
198,1209,B,25,4,38,38.5,228.4825,254.7125,254.7125,64.169,bulk,2.142,-1.131,UCSC,PMH
198,1209,B,25,4,41,41.5,228.5125,254.7425,254.7425,64.18,bulk,2.193,-0.972,UCSC,PMH
198,1209,B,25,4,44,44.5,228.5425,254.7725,254.7725,64.191,bulk,2.236,-1.117,UCSC,PMH
198,1209,B,25,4,44,44.5,228.5425,254.7725,254.7725,64.191,bulk,2.3,-1.057,UCSC,PMH
198,1209,B,25,4,47,47.5,228.5725,254.8025,254.8025,64.202,bulk,2.18,-1.032,UCSC,PMH
198,1209,B,25,4,50,50.5,228.6025,254.8325,254.8325,64.213,bulk,2.162,-1.168,UCSC,PMH
198,1209,B,25,4,53,53.5,228.6325,254.8625,254.8625,64.223,bulk,2.12,-1.094,UCSC,PMH
198,1209,B,25,4,56,56.5,228.6625,254.8925,254.8925,64.234,bulk,2.093,-1.192,UCSC,PMH
198,1209,B,25,4,59,59.5,228.6925,254.9225,254.9225,64.245,bulk,2.069,-1.145,UCSC,PMH
198,1209,B,25,4,62,62.5,228.7225,254.9525,254.9525,64.255,bulk,2.039,-1.041,UCSC,PMH
198,1209,B,25,4,65,65.5,228.7525,254.9825,254.9825,64.266,bulk,2.036,-1.076,UCSC,PMH
198,1209,B,25,4,68,68.5,228.7825,255.0125,255.0125,64.277,bulk,2.035,-1.005,UCSC,PMH
198,1209,B,25,4,71,71.5,228.8125,255.0425,255.0425,64.287,bulk,2.051,-1.015,UCSC,PMH
198,1209,B,25,4,74,74.5,228.8425,255.0725,255.0725,64.298,bulk,2.026,-0.989,UCSC,PMH
198,1209,B,25,4,77,77.5,228.8725,255.1025,255.1025,64.309,bulk,2.015,-0.981,UCSC,PMH
198,1209,B,25,4,80,80.5,228.9025,255.1325,255.1325,64.318,bulk,2.105,-0.997,UCSC,PMH
198,1209,B,25,4,83,83.5,228.9325,255.1625,255.1625,64.328,bulk,2,-0.985,UCSC,PMH
198,1209,B,25,4,86,86.5,228.9625,255.1925,255.1925,64.337,bulk,2.01,-0.93,UCSC,PMH
198,1209,B,25,4,89,89.5,228.9925,255.2225,255.2225,64.347,bulk,2.075,-0.837,UCSC,PMH
198,1209,B,25,4,92,92.5,229.0225,255.2525,255.2525,64.356,bulk,1.914,-0.966,UCSC,PMH
198,1209,B,25,4,95,95.5,229.0525,255.2825,255.2825,64.366,bulk,2.016,-0.852,UCSC,PMH
198,1209,B,25,4,98,98.5,229.0825,255.3125,255.3125,64.375,bulk,2.04,-0.921,UCSC,PMH
198,1209,B,25,4,101,101.5,229.1125,255.3425,255.3425,64.385,bulk,1.998,-1.01,UCSC,PMH
198,1209,B,25,4,104,104.5,229.1425,255.3725,255.3725,64.394,bulk,2.018,-1.095,UCSC,PMH
198,1209,B,25,4,107,107.5,229.1725,255.4025,255.4025,64.404,bulk,2.051,-1.084,UCSC,PMH
198,1209,B,25,4,110,110.5,229.2025,255.4325,255.4325,64.413,bulk,1.999,-1.008,UCSC,PMH
198,1209,B,25,4,113,113.5,229.2325,255.4625,255.4625,64.423,bulk,2.111,-1.038,UCSC,PMH
198,1209,B,25,4,116,116.5,229.2625,255.4925,255.4925,64.442,bulk,2.086,-1,UCSC,PMH
198,1209,B,25,4,119,119.5,229.2925,255.5225,255.5225,64.464,bulk,2.101,-0.952,UCSC,PMH
198,1209,B,25,4,122,122.5,229.3225,255.5525,255.5525,64.486,bulk,2.148,-0.991,UCSC,PMH
198,1209,B,25,4,125,125.5,229.3525,255.5825,255.5825,64.508,bulk,2.145,-0.993,UCSC,PMH
198,1209,B,25,4,128,128.5,229.3825,255.6125,255.6125,64.529,bulk,2.134,-1.142,UCSC,PMH
198,1209,B,25,4,130,130.5,229.4025,255.6325,255.6325,64.536,bulk,2.223,-0.994,UCSC,PMH
198,1209,B,25,4,134,134.5,229.4425,255.6725,255.6725,64.55,bulk,2.123,-0.991,UCSC,PMH
198,1209,B,25,4,137,137.5,229.4725,255.7025,255.7025,64.56,bulk,2.112,-0.978,UCSC,PMH
198,1209,B,25,4,140,140.5,229.5025,255.7325,255.7325,64.57,bulk,2.074,-0.939,UCSC,PMH
198,1209,B,25,4,143,143.5,229.5325,255.7625,255.7625,64.581,bulk,1.963,-1.109,UCSC,PMH
198,1209,B,25,4,146,146.5,229.5625,255.7925,255.7925,64.591,bulk,1.722,-1.347,UCSC,PMH
198,1209,B,25,4,149,149.5,229.5925,255.8225,255.8225,64.601,bulk,1.896,-1.119,UCSC,PMH
198,1209,B,25,5,0,0.5,229.6025,255.8325,255.8325,64.605,bulk,2.091,-0.768,UCSC,PMH
198,1209,B,25,5,1,1.5,229.6125,255.8425,255.8425,64.608,bulk,2.03,-0.797,UCSC,PMH
198,1209,B,25,5,2,2.5,229.6225,255.8525,255.8525,64.612,bulk,2.062,-0.814,UCSC,PMH
198,1209,B,25,5,3,3.5,229.6325,255.8625,255.8625,64.615,bulk,2.076,-0.756,UCSC,PMH
198,1209,B,25,5,4,4.5,229.6425,255.8725,255.8725,64.619,bulk,2.056,-0.67,UCSC,PMH
198,1209,B,25,5,5,5.5,229.6525,255.8825,255.8825,64.622,bulk,2.103,-0.58,UCSC,PMH
198,1209,B,25,5,6,6.5,229.6625,255.8925,255.8925,64.626,bulk,2.091,-0.677,UCSC,PMH
198,1209,B,25,5,7,7.5,229.6725,255.9025,255.9025,64.629,bulk,2.11,-0.723,UCSC,PMH
198,1209,B,25,5,8,8.5,229.6825,255.9125,255.9125,64.632,bulk,2.136,-0.687,UCSC,PMH
198,1209,B,25,5,9,9.5,229.6925,255.9225,255.9225,64.636,bulk,2.132,-0.732,UCSC,PMH
198,1209,B,25,5,10,10.5,229.7025,255.9325,255.9325,64.638,bulk,2.132,-0.601,UCSC,PMH
198,1209,B,25,5,11,11.5,229.7125,255.9425,255.9425,64.64,bulk,2.081,-0.808,UCSC,PMH
198,1209,B,25,5,12,12.5,229.7225,255.9525,255.9525,64.642,bulk,2.196,-0.742,UCSC,PMH
198,1209,B,25,5,13,13.5,229.7325,255.9625,255.9625,64.644,bulk,2.216,-0.618,UCSC,PMH
198,1209,B,25,5,14,14.5,229.7425,255.9725,255.9725,64.646,bulk,2.113,-0.914,UCSC,PMH
198,1209,B,25,5,15,15.5,229.7525,255.9825,255.9825,64.648,bulk,2.18,-0.68,UCSC,PMH
198,1209,B,25,5,16,16.5,229.7625,255.9925,255.9925,64.65,bulk,2.067,-0.951,UCSC,PMH
198,1209,B,25,5,17,17.5,229.7725,256.0025,256.0025,64.652,bulk,2.105,-0.838,UCSC,PMH
198,1209,B,25,5,18,18.5,229.7825,256.0125,256.0125,64.654,bulk,2.128,-0.823,UCSC,PMH
198,1209,B,25,5,19,19.5,229.7925,256.0225,256.0225,64.656,bulk,2.121,-0.817,UCSC,PMH
198,1209,B,25,5,20,20.5,229.8025,256.0325,256.0325,64.658,bulk,2.166,-0.79,UCSC,PMH
198,1209,B,25,5,21,21.5,229.8125,256.0425,256.0425,64.661,bulk,2.138,-0.835,UCSC,PMH
198,1209,B,25,5,22,22.5,229.8225,256.0525,256.0525,64.663,bulk,2.171,-0.755,UCSC,PMH
198,1209,B,25,5,23,23.5,229.8325,256.0625,256.0625,64.665,bulk,2.155,-0.784,UCSC,PMH
198,1209,B,25,5,24,24.5,229.8425,256.0725,256.0725,64.667,bulk,2.159,-0.733,UCSC,PMH
198,1209,B,25,5,25,25.5,229.8525,256.0825,256.0825,64.669,bulk,2.15,-0.744,UCSC,PMH
198,1209,B,25,5,26,26.5,229.8625,256.0925,256.0925,64.671,bulk,2.17,-0.724,UCSC,PMH
198,1209,B,25,5,27,27.5,229.8725,256.1025,256.1025,64.673,bulk,2.179,-0.71,UCSC,PMH
198,1209,B,25,5,28,28.5,229.8825,256.1125,256.1125,64.675,bulk,2.119,-0.775,UCSC,PMH
198,1209,B,25,5,29,29.5,229.8925,256.1225,256.1225,64.677,bulk,2.132,-0.714,UCSC,PMH
198,1209,B,25,5,30,30.5,229.9025,256.1325,256.1325,64.679,bulk,2.181,-0.591,UCSC,PMH
198,1209,B,25,5,31,31.5,229.9125,256.1425,256.1425,64.681,bulk,2.221,-0.475,UCSC,PMH
198,1209,B,25,5,32,32.5,229.9225,256.1525,256.1525,64.683,bulk,2.216,-0.531,UCSC,PMH
198,1209,B,25,5,33,33.5,229.9325,256.1625,256.1625,64.686,bulk,2.206,-0.516,UCSC,PMH
198,1209,B,25,5,34,34.5,229.9425,256.1725,256.1725,64.688,bulk,2.218,-0.656,UCSC,PMH
198,1209,B,25,5,35,35.5,229.9525,256.1825,256.1825,64.69,bulk,2.23,-0.569,UCSC,PMH
198,1209,B,25,5,36,36.5,229.9625,256.1925,256.1925,64.692,bulk,2.21,-0.556,UCSC,PMH
198,1209,B,25,5,37,37.5,229.9725,256.2025,256.2025,64.694,bulk,2.193,-0.568,UCSC,PMH
198,1209,B,25,5,38,38.5,229.9825,256.2125,256.2125,64.696,bulk,2.175,-0.65,UCSC,PMH
198,1209,B,25,5,39,39.5,229.9925,256.2225,256.2225,64.698,bulk,2.211,-0.589,UCSC,PMH
198,1209,B,25,5,40,40.5,230.0025,256.2325,256.2325,64.7,bulk,2.201,-0.498,UCSC,PMH
198,1209,B,25,5,41,41.5,230.0125,256.2425,256.2425,64.702,bulk,2.194,-0.556,UCSC,PMH
198,1209,B,25,5,42,42.5,230.0225,256.2525,256.2525,64.704,bulk,2.214,-0.508,UCSC,PMH
198,1209,B,25,5,43,43.5,230.0325,256.2625,256.2625,64.706,bulk,2.165,-0.646,UCSC,PMH
198,1209,B,25,5,44,44.5,230.0425,256.2725,256.2725,64.708,bulk,2.198,-0.603,UCSC,PMH
198,1209,B,25,5,45,45.5,230.0525,256.2825,256.2825,64.711,bulk,2.189,-0.712,UCSC,PMH
198,1209,B,25,5,46,46.5,230.0625,256.2925,256.2925,64.713,bulk,2.228,-0.654,UCSC,PMH
198,1209,B,25,5,47,47.5,230.0725,256.3025,256.3025,64.715,bulk,2.229,-0.847,UCSC,PMH
198,1209,B,25,5,48,48.5,230.0825,256.3125,256.3125,64.717,bulk,2.244,-0.835,UCSC,PMH
198,1209,B,25,5,49,49.5,230.0925,256.3225,256.3225,64.719,bulk,2.248,-0.767,UCSC,PMH
198,1209,B,25,5,50,50.5,230.1025,256.3325,256.3325,64.721,bulk,2.307,-0.875,UCSC,PMH
198,1209,B,25,5,51,51.5,230.1125,256.3425,256.3425,64.723,bulk,2.293,-0.914,UCSC,PMH
198,1209,B,25,5,52,52.5,230.1225,256.3525,256.3525,64.725,bulk,2.282,-0.861,UCSC,PMH
198,1209,B,25,5,53,53.5,230.1325,256.3625,256.3625,64.727,bulk,2.287,-0.893,UCSC,PMH
198,1209,B,25,5,54,54.5,230.1425,256.3725,256.3725,64.729,bulk,2.243,-0.924,UCSC,PMH
198,1209,B,25,5,55,55.5,230.1525,256.3825,256.3825,64.731,bulk,2.337,-0.826,UCSC,PMH
198,1209,B,25,5,56,56.5,230.1625,256.3925,256.3925,64.733,bulk,2.23,-0.886,UCSC,PMH
198,1209,B,25,5,57,57.5,230.1725,256.4025,256.4025,64.736,bulk,2.344,-0.805,UCSC,PMH
198,1209,B,25,5,58,58.5,230.1825,256.4125,256.4125,64.738,bulk,2.286,-0.777,UCSC,PMH
198,1209,B,25,5,59,59.5,230.1925,256.4225,256.4225,64.74,bulk,2.392,-0.663,UCSC,PMH
198,1209,B,25,5,60,60.5,230.2025,256.4325,256.4325,64.742,bulk,2.339,-0.667,UCSC,PMH
198,1209,B,25,5,61,61.5,230.2125,256.4425,256.4425,64.744,bulk,2.333,-0.654,UCSC,PMH
198,1209,B,25,5,62,62.5,230.2225,256.4525,256.4525,64.747,bulk,2.372,-0.662,UCSC,PMH
198,1209,B,25,5,63,63.5,230.2325,256.4625,256.4625,64.749,bulk,2.366,-0.719,UCSC,PMH
198,1209,B,25,5,64,64.5,230.2425,256.4725,256.4725,64.751,bulk,2.26,-0.639,UCSC,PMH
198,1209,B,25,5,64,64.5,230.2425,256.4725,256.4725,64.751,bulk,2.348,-0.657,UCSC,PMH
198,1209,B,25,5,65,65.5,230.2525,256.4825,256.4825,64.753,bulk,2.277,-0.624,UCSC,PMH
198,1209,B,25,5,66,66.5,230.2625,256.4925,256.4925,64.755,bulk,2.34,-0.618,UCSC,PMH
198,1209,B,25,5,67,67.5,230.2725,256.5025,256.5025,64.758,bulk,2.287,-0.697,UCSC,PMH
198,1209,B,25,5,68,68.5,230.2825,256.5125,256.5125,64.76,bulk,2.247,-0.722,UCSC,PMH
198,1209,B,25,5,68,68.5,230.2825,256.5125,256.5125,64.76,bulk,2.238,-0.822,UCSC,PMH
198,1209,B,25,5,69,69.5,230.2925,256.5225,256.5225,64.762,bulk,2.348,-0.615,UCSC,PMH
198,1209,B,25,5,70,70.5,230.3025,256.5325,256.5325,64.764,bulk,2.376,-0.677,UCSC,PMH
198,1209,B,25,5,71,71.5,230.3125,256.5425,256.5425,64.766,bulk,2.369,-0.706,UCSC,PMH
198,1209,B,25,5,72,72.5,230.3225,256.5525,256.5525,64.769,bulk,2.482,-0.745,UCSC,PMH
198,1209,B,25,5,73,73.5,230.3325,256.5625,256.5625,64.771,bulk,2.455,-0.712,UCSC,PMH
198,1209,B,25,5,74,74.5,230.3425,256.5725,256.5725,64.773,bulk,2.384,-0.76,UCSC,PMH
198,1209,B,25,5,75,75.5,230.3525,256.5825,256.5825,64.775,bulk,2.442,-0.691,UCSC,PMH
198,1209,B,25,5,76,76.5,230.3625,256.5925,256.5925,64.777,bulk,2.427,-0.604,UCSC,PMH
198,1209,B,25,5,77,77.5,230.3725,256.6025,256.6025,64.78,bulk,2.506,-0.6,UCSC,PMH
198,1209,B,25,5,78,78.5,230.3825,256.6125,256.6125,64.782,bulk,2.436,-0.545,UCSC,PMH
198,1209,B,25,5,79,79.5,230.3925,256.6225,256.6225,64.784,bulk,2.434,-0.554,UCSC,PMH
198,1209,B,25,5,81,81.5,230.4125,256.6425,256.6425,64.788,bulk,2.493,-0.477,UCSC,PMH
198,1209,B,25,5,82,82.5,230.4225,256.6525,256.6525,64.791,bulk,2.505,-0.463,UCSC,PMH
198,1209,B,25,5,83,83.5,230.4325,256.6625,256.6625,64.793,bulk,2.454,-0.575,UCSC,PMH
198,1209,B,25,5,84,84.5,230.4425,256.6725,256.6725,64.795,bulk,2.502,-0.435,UCSC,PMH
198,1209,B,25,5,85,85.5,230.4525,256.6825,256.6825,64.797,bulk,2.545,-0.32,UCSC,PMH
198,1209,B,25,5,86,86.5,230.4625,256.6925,256.6925,64.799,bulk,2.531,-0.347,UCSC,PMH
198,1209,B,25,5,87,87.5,230.4725,256.7025,256.7025,64.802,bulk,2.523,-0.415,UCSC,PMH
198,1209,B,25,5,88,88.5,230.4825,256.7125,256.7125,64.804,bulk,2.492,-0.359,UCSC,PMH
198,1209,B,25,5,88,88.5,230.4825,256.7125,256.7125,64.804,bulk,2.515,-0.315,UCSC,PMH
198,1209,B,25,5,89,89.5,230.4925,256.7225,256.7225,64.806,bulk,2.409,-0.456,UCSC,PMH
198,1209,B,25,5,89,89.5,230.4925,256.7225,256.7225,64.806,bulk,2.416,-0.546,UCSC,PMH
198,1209,B,25,5,90,90.5,230.5025,256.7325,256.7325,64.808,bulk,2.42,-0.406,UCSC,PMH
198,1209,B,25,5,91,91.5,230.5125,256.7425,256.7425,64.811,bulk,2.474,-0.383,UCSC,PMH
198,1209,B,25,5,92,92.5,230.5225,256.7525,256.7525,64.813,bulk,2.398,-0.418,UCSC,PMH
198,1209,B,25,5,93,93.5,230.5325,256.7625,256.7625,64.815,bulk,2.429,-0.429,UCSC,PMH
198,1209,B,25,5,94,94.5,230.5425,256.7725,256.7725,64.817,bulk,2.443,-0.297,UCSC,PMH
198,1209,B,25,5,95,95.5,230.5525,256.7825,256.7825,64.819,bulk,2.408,-0.355,UCSC,PMH
198,1209,B,25,5,96,96.5,230.5625,256.7925,256.7925,64.822,bulk,2.388,-0.435,UCSC,PMH
198,1209,B,25,5,97,97.5,230.5725,256.8025,256.8025,64.824,bulk,2.397,-0.383,UCSC,PMH
198,1209,B,25,5,98,98.5,230.5825,256.8125,256.8125,64.826,bulk,2.326,-0.478,UCSC,PMH
198,1209,B,25,5,99,99.5,230.5925,256.8225,256.8225,64.828,bulk,2.394,-0.431,UCSC,PMH
198,1209,B,25,5,100,100.5,230.6025,256.8325,256.8325,64.83,bulk,2.341,-0.575,UCSC,PMH
198,1209,B,25,5,101,101.5,230.6125,256.8425,256.8425,64.833,bulk,2.347,-0.664,UCSC,PMH
