Expedition,Site,Hole,Core,Section,Top Depth (cm),Bottom Depth (cm),Depth (mbsf),Depth (rmcd),Depth (rmcd adj),Age (Ma),Material,d13C,d18O,Lab,Source
198,1209,A,25,6,72,72.5,234.9225,261.2025,261.2025,65.931,bulk,2.155,-0.422,UCSC,PMH
198,1209,A,25,6,73,73.5,234.9325,261.2125,261.2125,65.933,bulk,2.149,-0.521,UCSC,PMH
198,1209,A,25,6,74,74.5,234.9425,261.2225,261.2225,65.936,bulk,2.128,-0.473,UCSC,PMH
198,1209,A,25,6,75,75.5,234.9525,261.2325,261.2325,65.938,bulk,2.155,-0.362,UCSC,PMH
198,1209,A,25,6,76,76.5,234.9625,261.2425,261.2425,65.941,bulk,2.164,-0.399,UCSC,PMH
198,1209,A,25,6,77,77.5,234.9725,261.2525,261.2525,65.943,bulk,2.198,-0.358,UCSC,PMH
198,1209,A,25,6,78,78.5,234.9825,261.2625,261.2625,65.945,bulk,2.155,-0.332,UCSC,PMH
198,1209,A,25,6,79,79.5,234.9925,261.2725,261.2725,65.948,bulk,2.165,-0.341,UCSC,PMH
198,1209,A,25,6,80,80.5,235.0025,261.2825,261.2825,65.95,bulk,2.25,-0.3,UCSC,PMH
198,1209,A,25,6,81,81.5,235.0125,261.2925,261.2925,65.953,bulk,2.188,-0.345,UCSC,PMH
198,1209,A,25,6,82,82.5,235.0225,261.3025,261.3025,65.955,bulk,2.245,-0.272,UCSC,PMH
198,1209,A,25,6,83,83.5,235.0325,261.3125,261.3125,65.957,bulk,2.22,-0.198,UCSC,PMH
198,1209,A,25,6,84,84.5,235.0425,261.3225,261.3225,65.96,bulk,2.098,-0.584,UCSC,PMH
198,1209,A,25,6,85,85.5,235.0525,261.3325,261.3325,65.962,bulk,2.204,-0.346,UCSC,PMH
198,1209,A,25,6,86,86.5,235.0625,261.3425,261.3425,65.965,bulk,2.238,-0.327,UCSC,PMH
198,1209,A,25,6,87,87.5,235.0725,261.3525,261.3525,65.967,bulk,2.148,-0.46,UCSC,PMH
198,1209,A,25,6,88,88.5,235.0825,261.3625,261.3625,65.97,bulk,2.175,-0.419,UCSC,PMH
198,1209,A,25,6,89,89.5,235.0925,261.3725,261.3725,65.972,bulk,2.171,-0.243,UCSC,PMH
198,1209,A,25,6,90,90.5,235.1025,261.3825,261.3825,65.974,bulk,2.153,-0.22,UCSC,PMH
198,1209,A,25,6,91,91.5,235.1125,261.3925,261.3925,65.977,bulk,2.105,-0.261,UCSC,PMH
198,1209,A,25,6,92,92.5,235.1225,261.4025,261.4025,65.979,bulk,2.098,-0.192,UCSC,PMH
198,1209,A,25,6,93,93.5,235.1325,261.4125,261.4125,65.982,bulk,1.997,-0.243,UCSC,PMH
198,1209,A,25,6,94,94.5,235.1425,261.4225,261.4225,65.984,bulk,2.061,-0.183,UCSC,PMH
198,1209,A,25,6,95,95.5,235.1525,261.4325,261.4325,65.986,bulk,2.028,-0.1,UCSC,PMH
198,1209,A,25,6,96,96.5,235.1625,261.4425,261.4425,65.989,bulk,1.912,-0.296,UCSC,PMH
198,1209,A,25,6,97,97.5,235.1725,261.4525,261.4525,65.991,bulk,1.924,-0.065,UCSC,PMH
198,1209,A,25,6,99,99.5,235.1925,261.4725,261.4725,65.996,bulk,1.898,-0.224,UCSC,PMH
198,1209,A,25,6,100,100.5,235.2025,261.4825,261.4825,65.998,bulk,1.891,-0.182,UCSC,PMH
198,1209,A,25,6,102,102.5,235.2225,261.5025,261.5025,66.003,bulk,1.901,-0.212,UCSC,PMH
198,1209,A,25,6,103,103.5,235.2325,261.5125,261.5125,66.006,bulk,1.95,-0.273,UCSC,PMH
198,1209,A,25,6,104,104.5,235.2425,261.5225,261.5225,66.008,bulk,1.918,-0.282,UCSC,PMH
198,1209,A,25,6,105,105.5,235.2525,261.5325,261.5325,66.011,bulk,2.022,-0.298,UCSC,PMH
198,1209,A,25,6,106,106.5,235.2625,261.5425,261.5425,66.013,bulk,2.007,-0.326,UCSC,PMH
198,1209,A,25,6,107,107.5,235.2725,261.5525,261.5525,66.015,bulk,2.026,-0.501,UCSC,PMH
198,1209,A,25,6,108,108.5,235.2825,261.5625,261.5625,66.018,bulk,2.185,-0.44,UCSC,PMH
198,1209,A,25,6,109,109.5,235.2925,261.5725,261.5725,66.02,bulk,2.134,-0.439,UCSC,PMH
198,1209,A,25,6,112,112.5,235.3225,261.6025,261.6025,66.026,bulk,2.85,-0.375,UCSC,PMH
198,1209,A,25,6,113,113.5,235.3325,261.6125,261.6125,66.027,bulk,2.677,-0.38,UCSC,PMH
198,1209,A,25,6,114,114.5,235.3425,261.6225,261.6225,66.029,bulk,2.714,-0.438,UCSC,PMH
198,1209,A,25,6,115,115.5,235.3525,261.6325,261.6325,66.031,bulk,2.494,-0.339,UCSC,PMH
198,1209,A,25,6,116,116.5,235.3625,261.6425,261.6425,66.032,bulk,2.877,-0.423,UCSC,PMH
198,1209,A,25,6,117,117.5,235.3725,261.6525,261.6525,66.034,bulk,2.971,-0.443,UCSC,PMH
198,1209,A,25,6,118,118.5,235.3825,261.6625,261.6625,66.036,bulk,2.868,-0.44,UCSC,PMH
198,1209,A,25,6,119,119.5,235.3925,261.6725,261.6725,66.037,bulk,2.777,-0.435,UCSC,PMH
198,1209,A,25,6,120,120.5,235.4025,261.6825,261.6825,66.039,bulk,2.672,-0.443,UCSC,PMH
198,1209,A,25,6,122,122.5,235.4225,261.7025,261.7025,66.042,bulk,2.966,-0.356,UCSC,PMH
198,1209,A,25,6,123,123.5,235.4325,261.7125,261.7125,66.044,bulk,3.062,-0.262,UCSC,PMH
198,1209,A,25,6,124,124.5,235.4425,261.7225,261.7225,66.046,bulk,3.065,-0.323,UCSC,PMH
198,1209,A,25,6,125,125.5,235.4525,261.7325,261.7325,66.047,bulk,3.052,-0.353,UCSC,PMH
198,1209,A,25,6,126,126.5,235.4625,261.7425,261.7425,66.049,bulk,3.022,-0.397,UCSC,PMH
198,1209,A,25,6,127,127.5,235.4725,261.7525,261.7525,66.051,bulk,3.058,-0.405,UCSC,PMH
198,1209,A,25,6,128,128.5,235.4825,261.7625,261.7625,66.052,bulk,3.122,-0.322,UCSC,PMH
198,1209,A,25,6,129,129.5,235.4925,261.7725,261.7725,66.054,bulk,3.058,-0.351,UCSC,PMH
198,1209,A,25,6,130,130.5,235.5025,261.7825,261.7825,66.056,bulk,3.018,-0.476,UCSC,PMH
198,1209,A,25,6,131,131.5,235.5125,261.7925,261.7925,66.057,bulk,2.972,-0.437,UCSC,PMH
198,1209,A,25,6,132,132.5,235.5225,261.8025,261.8025,66.059,bulk,3.054,-0.406,UCSC,PMH
198,1209,A,25,6,133,133.5,235.5325,261.8125,261.8125,66.061,bulk,2.958,-0.363,UCSC,PMH
198,1209,A,25,6,134,134.5,235.5425,261.8225,261.8225,66.062,bulk,3.07,-0.437,UCSC,PMH
198,1209,A,25,6,135,135.5,235.5525,261.8325,261.8325,66.064,bulk,2.978,-0.501,UCSC,PMH
198,1209,A,25,6,136,136.5,235.5625,261.8425,261.8425,66.066,bulk,3.066,-0.524,UCSC,PMH
198,1209,A,25,6,137,137.5,235.5725,261.8525,261.8525,66.067,bulk,2.992,-0.52,UCSC,PMH
198,1209,A,25,6,138,138.5,235.5825,261.8625,261.8625,66.069,bulk,2.901,-0.508,UCSC,PMH
198,1209,A,25,6,139,139.5,235.5925,261.8725,261.8725,66.071,bulk,2.977,-0.546,UCSC,PMH
198,1209,A,25,6,140,140.5,235.6025,261.8825,261.8825,66.072,bulk,2.883,-0.52,UCSC,PMH
198,1209,A,25,6,141,141.5,235.6125,261.8925,261.8925,66.074,bulk,2.998,-0.45,UCSC,PMH
198,1209,A,25,6,142,142.5,235.6225,261.9025,261.9025,66.076,bulk,3.02,-0.454,UCSC,PMH
198,1209,A,25,6,143,143.5,235.6325,261.9125,261.9125,66.077,bulk,3.087,-0.415,UCSC,PMH
198,1209,A,25,6,144,144.5,235.6425,261.9225,261.9225,66.079,bulk,3.061,-0.521,UCSC,PMH
198,1209,A,25,6,145,145.5,235.6525,261.9325,261.9325,66.081,bulk,2.926,-0.443,UCSC,PMH
198,1209,A,25,6,146,146.5,235.6625,261.9425,261.9425,66.082,bulk,2.988,-0.602,UCSC,PMH
198,1209,A,25,6,147,147.5,235.6725,261.9525,261.9525,66.084,bulk,2.954,-0.529,UCSC,PMH
198,1209,A,25,6,148,148.5,235.6825,261.9625,261.9625,66.086,bulk,3.017,-0.586,UCSC,PMH
198,1209,A,25,6,4,,,,260.52,65.786,Woodringina,1.607,-1.65,Bremen,BD
198,1209,A,25,6,8,,,,260.56,65.793,Woodringina,1.65,-1.308,Bremen,BD
198,1209,A,25,6,16,,,,260.64,65.808,Woodringina,1.689,-1.39,Bremen,BD
198,1209,A,25,6,28,,,,260.76,65.834,Woodringina,1.853,-1.458,Bremen,BD
198,1209,A,25,6,32,,,,260.8,65.842,Woodringina,1.945,-1.245,Bremen,BD
198,1209,A,25,6,40,,,,260.88,65.859,Woodringina,1.869,-1.395,Bremen,BD
198,1209,A,25,6,48,,,,260.96,65.877,Woodringina,1.948,-1.487,Bremen,BD
198,1209,A,25,6,60,,,,261.08,65.902,Woodringina,1.718,-1.425,Bremen,BD
198,1209,A,25,6,80,,,,261.28,65.95,Woodringina,1.835,-1.609,Bremen,BD
198,1209,A,25,6,96,,,,261.44,65.988,Woodringina,1.917,-1.277,Bremen,BD
198,1209,A,25,6,104,,,,261.52,66.008,Woodringina,1.657,-1.335,Bremen,BD
198,1209,A,25,6,108,,,,261.56,66.017,Woodringina,1.909,-1.242,Bremen,BD
198,1209,A,25,6,112,,,,261.6,66.025,Woodringina,1.532,-1.263,Bremen,BD
198,1209,C,15,1,110,,,,258.73,65.312,Woodringina,1.776,-1.332,Bremen,BD
198,1209,C,15,1,118,,,,258.81,65.333,Woodringina,1.791,-1.132,Bremen,BD
198,1209,C,15,1,130,,,,258.93,65.382,Woodringina,1.812,-1.131,Bremen,BD
198,1209,C,15,1,138,,,,259.01,65.414,Woodringina,1.699,-1.052,Bremen,BD
198,1209,C,15,2,0,,,,259.13,65.445,Woodringina,1.647,-1.168,Bremen,BD
198,1209,C,15,2,8,,,,259.21,65.458,Woodringina,1.745,-1.065,Bremen,BD
198,1209,C,15,2,12,,,,259.25,65.464,Woodringina,1.715,-1.089,Bremen,BD
198,1209,C,15,2,22,,,,259.35,65.481,Woodringina,1.795,-1.159,Bremen,BD
198,1209,C,15,2,36,,,,259.49,65.503,Woodringina,1.631,-1.253,Bremen,BD
198,1209,C,15,2,48,,,,259.61,65.522,Woodringina,1.757,-1.182,Bremen,BD
198,1209,C,15,2,60,,,,259.73,65.549,Woodringina,1.734,-1.375,Bremen,BD
198,1209,C,15,2,76,,,,259.89,65.589,Woodringina,1.724,-1.373,Bremen,BD
198,1209,C,15,2,80,,,,259.93,65.599,Woodringina,1.692,-1.313,Bremen,BD
198,1209,C,15,2,88,,,,260.01,65.647,Woodringina,1.684,-1.292,Bremen,BD
198,1209,C,15,2,96,,,,260.09,65.7,Woodringina,1.748,-1.275,Bremen,BD
198,1209,C,15,2,104,,,,260.17,65.72,Woodringina,1.706,-1.295,Bremen,BD
198,1209,C,15,2,112,,,,260.25,65.735,Woodringina,1.624,-1.278,Bremen,BD
198,1209,C,15,2,120,,,,260.33,65.75,Woodringina,1.786,-1.277,Bremen,BD
198,1209,C,15,2,132,,,,260.45,65.773,Woodringina,1.765,-1.248,Bremen,BD
198,1209,A,24,3,54,55,,245.52,245.52,61.781,M. angulata,2.756,-1.196,SIO,PMH
198,1209,A,24,3,64,65,,245.62,245.62,61.806,M. angulata,2.899,-1.202,SIO,PMH
198,1209,A,24,3,74,75,,245.72,245.72,61.832,M. angulata,2.869,-1.288,SIO,PMH
198,1209,A,24,3,84,85,,245.82,245.82,61.857,M. angulata,2.702,-1.3,SIO,PMH
198,1209,A,24,3,99,100,,245.97,245.97,61.895,M. angulata,2.808,-1.435,SIO,PMH
198,1209,A,24,3,104,105,,246.02,246.02,61.908,M. angulata,2.772,-1.404,SIO,PMH
198,1209,A,24,3,114,115,,246.12,246.12,61.934,M. angulata,2.726,-1.389,SIO,PMH
198,1209,A,24,3,124,125,,246.22,246.22,61.959,M. angulata,2.828,-1.302,SIO,PMH
198,1209,A,24,3,139,140,,246.37,246.37,61.997,M. angulata,2.782,-1.593,SIO,PMH
198,1209,A,24,3,144,145,,246.42,246.42,62.01,M. angulata,2.932,-1.534,SIO,PMH
198,1209,A,24,4,4,5,,246.52,246.52,62.035,M. angulata,2.765,-1.412,SIO,PMH
198,1209,A,24,4,29,30,,246.77,246.77,62.099,M. angulata,2.844,-1.429,SIO,PMH
198,1209,A,24,4,44,45,,246.92,246.92,62.137,M. angulata,2.833,-1.398,SIO,PMH
198,1209,A,24,4,54,55,,247.02,247.02,62.163,M. angulata,2.862,-1.332,SIO,PMH
198,1209,A,24,4,74,75,,247.22,247.22,62.214,M. angulata,2.791,-1.301,SIO,PMH
198,1209,A,24,4,89,90,,247.37,247.37,62.252,M. angulata,2.631,-1.418,SIO,PMH
198,1209,A,24,4,94,95,,247.42,247.42,62.265,M. angulata,2.794,-1.444,SIO,PMH
198,1209,A,24,4,114,115,,247.62,247.62,62.315,M. angulata,2.555,-1.439,SIO,PMH
198,1209,A,24,4,134,135,,247.82,247.82,62.366,M. angulata,2.648,-1.579,SIO,PMH
198,1209,A,24,4,144,145,,247.92,247.92,62.392,M. angulata,2.6,-1.608,SIO,PMH
198,1209,A,24,5,4,5,,248.02,248.02,62.417,M. angulata,2.357,-1.451,SIO,PMH
198,1209,A,24,5,14,15,,248.12,248.12,62.443,M. angulata,2.29,-1.571,SIO,PMH
198,1209,A,24,5,24,25,,248.22,248.22,62.468,P. uncinata,2.45,-1.465,SIO,PMH
198,1209,A,24,5,54,55,,248.52,248.52,62.545,P. uncinata,2.79,-1.559,SIO,PMH
198,1209,A,24,5,64,65,,248.62,248.62,62.57,P. uncinata,2.75,-1.215,SIO,PMH
198,1209,A,24,5,74,75,,248.72,248.72,62.596,P. uncinata,2.968,-1.484,SIO,PMH
198,1209,A,24,5,84,85,,248.82,248.82,62.621,P. uncinata,2.862,-1.357,SIO,PMH
198,1209,A,24,5,94,95,,248.92,248.92,62.646,P. uncinata,2.685,-1.154,SIO,PMH
198,1209,A,24,5,104,105,,249.02,249.02,62.672,P. uncinata,2.502,-1.22,SIO,PMH
198,1209,A,24,5,114,115,,249.12,249.12,62.697,P. uncinata,2.719,-1.379,SIO,PMH
198,1209,A,24,5,124,125,,249.22,249.22,62.723,P. uncinata,2.934,-1.342,SIO,PMH
198,1209,A,24,5,129,130,,249.27,249.27,62.736,P. uncinata,2.655,-1.426,SIO,PMH
198,1209,A,24,5,134,135,,249.32,249.32,62.748,P. uncinata,2.773,-1.196,SIO,PMH
198,1209,A,24,5,144,145,,249.42,249.42,62.774,P. uncinata,2.716,-1.129,SIO,PMH
198,1209,A,24,5,149,150,,249.47,249.47,62.786,P. uncinata,2.61,-1.336,SIO,PMH
198,1209,A,24,6,4,5,,249.52,249.52,62.799,P. uncinata,2.535,-1.169,SIO,PMH
198,1209,A,24,6,9,10,,249.57,249.57,62.812,P. uncinata,2.481,-1.373,SIO,PMH
198,1209,A,24,6,19,20,,249.67,249.67,62.837,P. uncinata,2.584,-1.301,SIO,PMH
198,1209,A,24,6,39,40,,249.87,249.87,62.888,P. uncinata,2.646,-1.347,SIO,PMH
198,1209,A,24,6,44,45,,249.92,249.92,62.901,P. uncinata,2.553,-1.106,SIO,PMH
198,1209,A,24,6,49,50,,249.97,249.97,62.914,P. uncinata,2.551,-1.281,SIO,PMH
198,1209,C,14,2,112,113,,250.02,250,62.921,P. uncinata,2.418,-1.199,SIO,PMH
198,1209,C,14,2,122,123,,250.12,250.12,62.952,P. uncinata,2.396,-1.209,SIO,PMH
198,1209,C,14,2,132,133,,250.22,250.22,62.977,P. uncinata,2.402,-1.18,SIO,PMH
198,1209,C,14,2,142,143,,250.32,250.32,63.003,P. uncinata,2.65,-1.206,SIO,PMH
198,1209,C,14,3,2,3,,250.42,250.42,63.028,P. uncinata,2.57,-1.258,SIO,PMH
198,1209,C,14,3,12,13,,250.52,250.52,63.054,P. uncinata,2.701,-1.297,SIO,PMH
198,1209,C,14,3,22,23,,250.62,250.62,63.079,P. uncinata,2.615,-1.357,SIO,PMH
198,1209,C,14,3,32,33,,250.72,250.72,63.105,P. uncinata,2.595,-1.227,SIO,PMH
198,1209,C,14,3,42,43,,250.82,250.82,63.13,P. uncinata,2.42,-1.17,SIO,PMH
198,1209,C,14,3,52,53,,250.92,250.92,63.156,P. uncinata,2.412,-1.259,SIO,PMH
198,1209,C,14,3,62,63,,251.02,251.02,63.181,P. uncinata,2.469,-1.205,SIO,PMH
198,1209,C,14,3,72,73,,251.12,251.12,63.207,P. uncinata,2.415,-1.172,SIO,PMH
198,1209,C,14,3,82,83,,251.22,251.22,63.232,P. uncinata,2.502,-1.255,SIO,PMH
198,1209,C,14,3,92,93,,251.32,251.32,63.257,P. uncinata,2.623,-1.103,SIO,PMH
198,1209,C,14,3,102,103,,251.42,251.42,63.283,P. uncinata,2.557,-1.153,SIO,PMH
198,1209,B,25,2,14,15,,251.47,251.47,63.296,P. uncinata,2.523,-1.324,SIO,PMH
198,1209,C,14,3,107,108,,251.47,251.47,63.296,P. uncinata,2.579,-1.264,SIO,PMH
198,1209,B,25,2,19,20,,251.52,251.52,63.308,P. uncinata,2.504,-1.253,SIO,PMH
198,1209,B,25,2,29,30,,251.62,251.62,63.334,P. uncinata,2.485,-1.358,SIO,PMH
198,1209,B,25,2,34,35,,251.67,251.67,63.347,P. uncinata,2.569,-1.324,SIO,PMH
198,1209,B,25,2,39,40,,251.72,251.72,63.359,P. uncinata,2.663,-1.61,SIO,PMH
198,1209,B,25,2,44,45,,251.77,251.77,63.372,P. uncinata,2.421,-1.421,SIO,PMH
198,1209,B,25,2,54,55,,251.87,251.87,63.397,P. uncinata,2.359,-1.427,SIO,PMH
198,1209,B,25,2,59,60,,251.92,251.92,63.41,P. uncinata,2.473,-1.511,SIO,PMH
198,1209,B,25,2,64,65,,251.97,251.97,63.423,P. uncinata,2.27,-1.489,SIO,PMH
198,1209,B,25,2,74,75,,252.07,252.07,63.448,P. uncinata,2.321,-1.444,SIO,PMH
198,1209,B,25,2,74,75,,252.07,252.07,63.448,P. uncinata,2.501,-1.653,SIO,PMH
198,1209,B,25,2,84,85,,252.17,252.17,63.474,P. uncinata,2.164,-1.48,SIO,PMH
198,1209,B,25,2,94,95,,252.27,252.27,63.499,P. uncinata,2.036,-1.528,SIO,PMH
198,1209,B,25,2,104,105,,252.37,252.37,63.525,P. uncinata,2.161,-1.497,SIO,PMH
198,1209,B,25,2,114,115,,252.47,252.47,63.55,P. inconstans,2.113,-1.466,SIO,PMH
198,1209,B,25,2,124,125,,252.57,252.57,63.576,P. inconstans,2.177,-1.336,SIO,PMH
198,1209,B,25,2,134,135,,252.67,252.67,63.601,P. inconstans,2.139,-1.433,SIO,PMH
198,1209,B,25,2,144,145,,252.77,252.77,63.627,P. inconstans,1.984,-1.408,SIO,PMH
198,1209,B,25,2,144,145,,252.77,252.77,63.627,P. inconstans,2.067,-1.453,SIO,PMH
198,1209,B,25,2,149,150,,252.82,252.82,63.639,P. inconstans,2.068,-1.418,SIO,PMH
198,1209,B,25,3,4,5,,252.87,252.87,63.652,P. inconstans,2.002,-1.337,SIO,PMH
198,1209,B,25,3,4,5,,252.87,252.87,63.652,P. inconstans,2.073,-1.26,SIO,PMH
198,1209,B,25,3,14,15,,252.97,252.97,63.678,P. inconstans,2.016,-1.377,SIO,PMH
198,1209,B,25,3,14,15,,252.97,252.97,63.678,P. inconstans,2.008,-1.468,SIO,PMH
198,1209,B,25,3,24,25,,253.07,253.07,63.703,P. inconstans,1.844,-1.338,SIO,PMH
198,1209,B,25,3,34,35,,253.17,253.17,63.738,P. inconstans,1.558,-1.333,SIO,PMH
198,1209,B,25,3,44,45,,253.27,253.27,63.773,P. inconstans,1.54,-1.336,SIO,PMH
198,1209,B,25,3,49,50,,253.32,253.32,63.791,P. inconstans,1.774,-1.217,SIO,PMH
198,1209,B,25,3,54,55,,253.37,253.37,63.808,P. inconstans,1.722,-1.129,SIO,PMH
198,1209,B,25,3,59,60,,253.42,253.42,63.823,P. inconstans,1.725,-1.015,SIO,PMH
198,1209,B,25,3,64,65,,253.47,253.47,63.837,P. inconstans,1.875,-1.151,SIO,PMH
198,1209,B,25,3,74,75,,253.57,253.57,63.866,P. inconstans,1.765,-1.267,SIO,PMH
198,1209,B,25,3,84,85,,253.67,253.67,63.895,P. inconstans,2.047,-1.232,SIO,PMH
198,1209,B,25,3,94,95,,253.77,253.77,63.918,P. inconstans,2.031,-1.192,SIO,PMH
198,1209,B,25,3,104,105,,253.87,253.87,63.938,P. inconstans,2.048,-1.211,SIO,PMH
198,1209,B,25,3,114,115,,253.97,253.97,63.959,P. inconstans,2.036,-1.439,SIO,PMH
198,1209,B,25,3,124,125,,254.07,254.07,63.98,P. inconstans,1.924,-1.265,SIO,PMH
198,1209,B,25,3,134,135,,254.17,254.17,64.004,P. inconstans,1.846,-1.208,SIO,PMH
198,1209,B,25,3,144,145,,254.27,254.27,64.031,P. inconstans,2.009,-0.967,SIO,PMH
198,1209,B,25,4,4,5,,254.37,254.37,64.058,P. inconstans,1.919,-1.227,SIO,PMH
198,1209,B,25,4,14,15,,254.47,254.47,64.085,P. inconstans,1.68,-1.175,SIO,PMH
198,1209,B,25,4,34,35,,254.67,254.67,64.154,P. inconstans,1.786,-1.238,SIO,PMH
198,1209,B,25,4,44,45,,254.77,254.77,64.19,P. inconstans,1.737,-1.185,SIO,PMH
198,1209,B,25,4,54,55,,254.87,254.87,64.226,P. inconstans,1.759,-1.311,SIO,PMH
198,1209,B,25,4,74,75,,255.07,255.07,64.297,P. pseudoinconstans,1.732,-1.226,SIO,PMH
198,1209,B,25,4,84,85,,255.17,255.17,64.33,P. pseudoinconstans,1.736,-1.118,SIO,PMH
198,1209,B,25,4,94,95,,255.27,255.27,64.362,P. pseudoinconstans,1.63,-1.205,SIO,PMH
198,1209,B,25,4,104,105,,255.37,255.37,64.393,P. pseudoinconstans,1.665,-1.128,SIO,PMH
198,1209,B,25,4,144,145,,255.77,255.77,64.583,P. pseudoinconstans,1.691,-0.942,SIO,PMH
198,1209,B,25,5,14,15,,255.97,255.97,64.645,P. pseudoinconstans,1.956,-1.358,SIO,PMH
198,1209,B,25,5,39,40,,256.22,256.22,64.698,P. pseudoinconstans,1.696,-1.322,SIO,PMH
198,1209,B,25,5,84,85,,256.67,256.67,64.795,P. pseudoinconstans,1.731,-1.286,SIO,PMH
198,1209,B,25,6,19,20,,257.52,257.52,65.03,P. pseudoinconstans,1.949,-0.859,SIO,PMH
198,1209,B,25,6,24,25,,257.57,257.57,65.04,P. pseudoinconstans,1.896,-0.967,SIO,PMH
198,1209,B,25,6,34,35,,257.67,257.67,65.055,P. pseudoinconstans,1.88,-1.007,SIO,PMH
198,1209,B,25,6,44,45,,257.77,257.77,65.07,P. pseudoinconstans,1.891,-1.085,SIO,PMH
198,1209,B,25,6,54,55,,257.87,257.87,65.085,P. pseudoinconstans,1.877,-1.007,SIO,PMH
198,1209,B,25,6,64,65,,257.97,257.97,65.1,P. pseudoinconstans,1.825,-1.014,SIO,PMH
198,1209,A,25,4,54,55,,258.02,258.02,65.108,P. taurica,1.758,-1.103,SIO,PMH
198,1209,A,25,4,64,65,,258.12,258.12,65.123,P. taurica,1.769,-1.237,SIO,PMH
198,1209,A,25,4,64,65,,258.12,258.12,65.123,P. taurica,1.933,-1.167,SIO,PMH
198,1209,A,25,4,74,75,,258.22,258.22,65.153,P. taurica,1.833,-1.02,SIO,PMH
198,1209,A,25,4,84,85,,258.32,258.32,65.204,P. taurica,1.792,-1.129,SIO,PMH
198,1209,A,25,4,104,105,,258.52,258.52,65.263,P. taurica,1.683,-1.269,SIO,PMH
198,1209,A,25,4,114,115,,258.62,258.62,65.286,P. taurica,1.752,-1.248,SIO,PMH
198,1209,A,25,4,124,125,,258.72,258.72,65.31,P. taurica,1.674,-1.304,SIO,PMH
198,1209,A,25,4,144,145,,258.92,258.92,65.377,P. taurica,1.761,-1.243,SIO,PMH
198,1209,A,25,5,4,5,,259.02,259.02,65.418,P. taurica,1.779,-1.326,SIO,PMH
198,1209,A,25,5,14,15,,259.12,259.12,65.444,P. taurica,1.84,-1.23,SIO,PMH
198,1209,A,25,5,24,25,,259.22,259.22,65.46,P. taurica,1.801,-1.249,SIO,PMH
198,1209,A,25,5,34,35,,259.32,259.32,65.476,P. taurica,1.803,-1.197,SIO,PMH
198,1209,A,25,5,44,45,,259.42,259.42,65.492,P. taurica,1.815,-1.255,SIO,PMH
198,1209,A,25,5,54,55,,259.52,259.52,65.508,P. taurica,1.732,-1.389,SIO,PMH
198,1209,A,25,5,59,60,,259.57,259.57,65.516,P. taurica,1.883,-1.062,SIO,PMH
198,1209,A,25,5,64,65,,259.62,259.62,65.524,P. taurica,1.871,-1.108,SIO,PMH
198,1209,A,25,5,74,75,,259.72,259.72,65.547,P. taurica,1.833,-1.098,SIO,PMH
198,1209,A,25,5,84,85,,259.82,259.82,65.571,P. taurica,1.845,-1.163,SIO,PMH
198,1209,A,25,5,94,95,,259.92,259.92,65.596,P. taurica,1.841,-1.217,SIO,PMH
198,1209,A,25,5,114,115,,260.12,260.12,65.711,P. taurica,1.778,-1.234,SIO,PMH
198,1209,A,25,5,119,120,,260.17,260.17,65.72,P. taurica,1.767,-1.162,SIO,PMH
198,1209,A,25,5,134,135,,260.32,260.32,65.748,P. taurica,1.835,-1.169,SIO,PMH
198,1209,A,25,5,144,145,,260.42,260.42,65.767,P. taurica,1.86,-1.18,SIO,PMH
198,1209,A,25,6,4,5,,260.52,260.52,65.786,P. taurica,1.828,-1.273,SIO,PMH
198,1209,A,25,6,14,15,,260.62,260.62,65.805,P. taurica,1.777,-1.158,SIO,PMH
198,1209,A,25,6,29,30,,260.77,260.77,65.836,P. taurica,1.828,-1.125,SIO,PMH
198,1209,A,25,6,64,65,,261.12,261.12,65.911,P. taurica,1.745,-1.304,SIO,PMH
198,1209,A,25,6,74,75,,261.22,261.22,65.935,P. taurica,1.846,-1.208,SIO,PMH
