Type,Study,Site,Sample,Depth,Depth type,Age (Ma),Age Frame,"Age (Ma, relative to KPg)",Sample Type,Species,d18O,Temperature (C),Delta_Temperature
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-6,66-68",251.06,mbsf,66.3007,GTS 2012,-0.2607,Benthic,Nuttallides truempyi,0.67,7.09,0.77
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-6,96-98",251.37,mbsf,66.3254,GTS 2012,-0.2854,Benthic,Nuttallides truempyi,0.44,8.12,1.8
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-6,96-98",251.37,mbsf,66.3254,GTS 2012,-0.2854,Benthic,Stensioina beccariiformis,0.59,7.68,1.36
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-6,120-122",251.61,mbsf,66.3446,GTS 2012,-0.3046,Benthic,Nuttallides truempyi,0.87,6.23,-0.09
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-7,6-8",251.97,mbsf,66.3733,GTS 2012,-0.3333,Benthic,Nuttallides truempyi,0.73,6.85,0.53
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-7,6-8",251.97,mbsf,66.3733,GTS 2012,-0.3333,Benthic,Nuttallides truempyi,0.64,7.24,0.92
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-7,6-8",251.97,mbsf,66.3733,GTS 2012,-0.3333,Benthic,Stensioina beccariiformis,0.37,8.65,2.33
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-7,16-18",252.06,mbsf,66.3805,GTS 2012,-0.3405,Benthic,Nuttallides truempyi,1.03,5.54,-0.78
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-7,16-20",252.42,mbsf,66.4178,GTS 2012,-0.3778,Benthic,Nuttallides truempyi,0.81,6.5,0.18
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-CC,16-21",252.5,mbsf,66.4291,GTS 2012,-0.3891,Benthic,Nuttallides truempyi,0.76,6.72,0.39
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-CC,16-21",252.5,mbsf,66.4291,GTS 2012,-0.3891,Benthic,Stensioina beccariiformis,0.78,6.85,0.53
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-15X-CC,16-21",252.5,mbsf,66.4291,GTS 2012,-0.3891,Benthic,Stensioina beccariiformis,0.7,7.2,0.88
d18O_foram,Alegret and Thomas (2013),ODP 690,"113-690C-16X-1,39-41",252.895,mbsf,66.4849,GTS 2012,-0.4449,Benthic,Nuttallides truempyi,1.09,5.27,-1.05
d18O_foram,,,,,,,,,,,,,
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,42-44",256.25,rmcd,64.7038,D.-T. et al. 2014,1.3183,Benthic,Nuttallides truempyi,0.03,9.91,2.08
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,46-48",256.29,rmcd,64.7121,D.-T. et al. 2014,1.3099,Benthic,Nuttallides truempyi,0.08,9.69,1.87
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,50-52",256.33,rmcd,64.7204,D.-T. et al. 2014,1.3016,Benthic,Nuttallides truempyi,0.12,9.51,1.69
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,54-56",256.37,rmcd,64.7288,D.-T. et al. 2014,1.2933,Benthic,Nuttallides truempyi,0.09,9.65,1.82
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,58-60",256.41,rmcd,64.7372,D.-T. et al. 2014,1.2848,Benthic,Nuttallides truempyi,0.1,9.61,1.79
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,62-64",256.45,rmcd,64.746,D.-T. et al. 2014,1.276,Benthic,Nuttallides truempyi,0.19,9.2,1.37
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,66-68",256.49,rmcd,64.7548,D.-T. et al. 2014,1.2672,Benthic,Nuttallides truempyi,0.13,9.5,1.68
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,70-72",256.53,rmcd,64.7637,D.-T. et al. 2014,1.2583,Benthic,Nuttallides truempyi,0.15,9.39,1.56
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,74-76",256.57,rmcd,64.7725,D.-T. et al. 2014,1.2495,Benthic,Nuttallides truempyi,0.2,9.16,1.34
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,78-80",256.61,rmcd,64.7813,D.-T. et al. 2014,1.2407,Benthic,Nuttallides truempyi,0.16,9.33,1.5
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,82-84",256.65,rmcd,64.7901,D.-T. et al. 2014,1.2319,Benthic,Nuttallides truempyi,0.18,9.25,1.42
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,86-88",256.69,rmcd,64.7989,D.-T. et al. 2014,1.2231,Benthic,Nuttallides truempyi,0.18,9.25,1.42
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,90-92",256.73,rmcd,64.8078,D.-T. et al. 2014,1.2143,Benthic,Nuttallides truempyi,0.17,9.3,1.47
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,94-96",256.77,rmcd,64.8166,D.-T. et al. 2014,1.2054,Benthic,Nuttallides truempyi,0.16,9.34,1.52
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,98-100",256.81,rmcd,64.8254,D.-T. et al. 2014,1.1966,Benthic,Nuttallides truempyi,0.2,9.19,1.36
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,102-104",256.85,rmcd,64.8358,D.-T. et al. 2014,1.1862,Benthic,Nuttallides truempyi,0.09,9.66,1.84
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,106-108",256.89,rmcd,64.8512,D.-T. et al. 2014,1.1708,Benthic,Nuttallides truempyi,0.09,9.67,1.84
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,110-112",256.93,rmcd,64.8666,D.-T. et al. 2014,1.1554,Benthic,Nuttallides truempyi,0.14,9.45,1.62
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,114-116",256.97,rmcd,64.882,D.-T. et al. 2014,1.14,Benthic,Nuttallides truempyi,0.16,9.34,1.51
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,118-120",257.01,rmcd,64.8974,D.-T. et al. 2014,1.1246,Benthic,Nuttallides truempyi,0.11,9.56,1.74
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,126-128",257.09,rmcd,64.9282,D.-T. et al. 2014,1.0938,Benthic,Nuttallides truempyi,0.16,9.33,1.5
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,130-132",257.13,rmcd,64.939,D.-T. et al. 2014,1.083,Benthic,Nuttallides truempyi,0.12,9.54,1.71
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,134-136",257.17,rmcd,64.9484,D.-T. et al. 2014,1.0736,Benthic,Nuttallides truempyi,0.15,9.38,1.55
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,138-140",257.21,rmcd,64.9578,D.-T. et al. 2014,1.0643,Benthic,Nuttallides truempyi,0.18,9.26,1.44
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,142-144",257.25,rmcd,64.9671,D.-T. et al. 2014,1.0549,Benthic,Nuttallides truempyi,0.15,9.4,1.58
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-5,146-148",257.29,rmcd,64.9765,D.-T. et al. 2014,1.0455,Benthic,Nuttallides truempyi,0.2,9.16,1.33
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,0-2",257.33,rmcd,64.9858,D.-T. et al. 2014,1.0362,Benthic,Nuttallides truempyi,0.14,9.46,1.63
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,4-6",257.37,rmcd,64.9952,D.-T. et al. 2014,1.0268,Benthic,Nuttallides truempyi,0.1,9.6,1.78
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,8-10",257.41,rmcd,65.0046,D.-T. et al. 2014,1.0174,Benthic,Nuttallides truempyi,0.18,9.28,1.45
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,12-14",257.45,rmcd,65.0139,D.-T. et al. 2014,1.0081,Benthic,Nuttallides truempyi,0.08,9.69,1.86
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,16-18",257.49,rmcd,65.0233,D.-T. et al. 2014,0.9987,Benthic,Nuttallides truempyi,0.12,9.51,1.68
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,20-22",257.53,rmcd,65.0327,D.-T. et al. 2014,0.9893,Benthic,Nuttallides truempyi,0.06,9.82,1.99
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,24-26",257.57,rmcd,65.0395,D.-T. et al. 2014,0.9825,Benthic,Nuttallides truempyi,0.08,9.7,1.87
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,28-30",257.61,rmcd,65.0456,D.-T. et al. 2014,0.9764,Benthic,Nuttallides truempyi,0.01,10.03,2.2
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,32-34",257.65,rmcd,65.0517,D.-T. et al. 2014,0.9703,Benthic,Nuttallides truempyi,0.11,9.56,1.73
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,36-38",257.69,rmcd,65.0577,D.-T. et al. 2014,0.9643,Benthic,Nuttallides truempyi,0.13,9.48,1.65
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,40-42",257.73,rmcd,65.0638,D.-T. et al. 2014,0.9582,Benthic,Nuttallides truempyi,0.11,9.59,1.76
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,44-46",257.77,rmcd,65.0699,D.-T. et al. 2014,0.9521,Benthic,Nuttallides truempyi,0.11,9.58,1.75
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,48-50",257.81,rmcd,65.0759,D.-T. et al. 2014,0.9461,Benthic,Nuttallides truempyi,0.08,9.7,1.87
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,52-54",257.85,rmcd,65.082,D.-T. et al. 2014,0.94,Benthic,Nuttallides truempyi,0.05,9.85,2.02
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,56-58",257.89,rmcd,65.088,D.-T. et al. 2014,0.934,Benthic,Nuttallides truempyi,-0.01,10.11,2.28
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,60-62",257.93,rmcd,65.0941,D.-T. et al. 2014,0.9279,Benthic,Nuttallides truempyi,0.01,10,2.17
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,64-66",257.97,rmcd,65.1002,D.-T. et al. 2014,0.9218,Benthic,Nuttallides truempyi,0,10.04,2.21
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,68-70",258.01,rmcd,65.1062,D.-T. et al. 2014,0.9158,Benthic,Nuttallides truempyi,0.03,9.92,2.09
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,72-74",258.046,rmcd,65.1117,D.-T. et al. 2014,0.9103,Benthic,Nuttallides truempyi,0.13,9.48,1.66
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,76-78",258.081,rmcd,65.117,D.-T. et al. 2014,0.905,Benthic,Nuttallides truempyi,0.04,9.86,2.03
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,46-48",258.09,rmcd,65.1184,D.-T. et al. 2014,0.9036,Benthic,Nuttallides truempyi,0.05,9.85,2.03
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,50-52",258.131,rmcd,65.1246,D.-T. et al. 2014,0.8974,Benthic,Nuttallides truempyi,0.07,9.73,1.9
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,54-56",258.171,rmcd,65.1306,D.-T. et al. 2014,0.8914,Benthic,Nuttallides truempyi,0.12,9.52,1.69
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,88-90",258.186,rmcd,65.1351,D.-T. et al. 2014,0.8869,Benthic,Nuttallides truempyi,0.14,9.45,1.62
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,58-60",258.211,rmcd,65.148,D.-T. et al. 2014,0.874,Benthic,Nuttallides truempyi,0.12,9.53,1.7
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,92-94",258.221,rmcd,65.1532,D.-T. et al. 2014,0.8688,Benthic,Nuttallides truempyi,0.12,9.53,1.71
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,62-64",258.251,rmcd,65.1687,D.-T. et al. 2014,0.8533,Benthic,Nuttallides truempyi,0.04,9.9,2.08
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,96-98",258.256,rmcd,65.1713,D.-T. et al. 2014,0.8507,Benthic,Nuttallides truempyi,-0.01,10.11,2.28
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,100-102",258.291,rmcd,65.1894,D.-T. et al. 2014,0.8327,Benthic,Nuttallides truempyi,0.03,9.93,2.1
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,66-68",258.292,rmcd,65.1899,D.-T. et al. 2014,0.8321,Benthic,Nuttallides truempyi,0.05,9.85,2.03
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,104-106",258.326,rmcd,65.2074,D.-T. et al. 2014,0.8146,Benthic,Nuttallides truempyi,-0.06,10.31,2.48
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,70-72",258.332,rmcd,65.2105,D.-T. et al. 2014,0.8115,Benthic,Nuttallides truempyi,-0.03,10.21,2.38
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,108-110",258.361,rmcd,65.2252,D.-T. et al. 2014,0.7968,Benthic,Nuttallides truempyi,0.04,9.88,2.05
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,74-76",258.372,rmcd,65.2278,D.-T. et al. 2014,0.7942,Benthic,Nuttallides truempyi,0.11,9.57,1.74
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,112-114",258.396,rmcd,65.2335,D.-T. et al. 2014,0.7885,Benthic,Nuttallides truempyi,0.2,9.15,1.33
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,78-80",258.413,rmcd,65.2375,D.-T. et al. 2014,0.7845,Benthic,Nuttallides truempyi,0.15,9.41,1.59
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209B-25H-6,116-118",258.43,rmcd,65.2415,D.-T. et al. 2014,0.7805,Benthic,Nuttallides truempyi,0.1,9.6,1.77
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,82-84",258.453,rmcd,65.247,D.-T. et al. 2014,0.775,Benthic,Nuttallides truempyi,0.15,9.41,1.58
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,86-88",258.493,rmcd,65.2564,D.-T. et al. 2014,0.7656,Benthic,Nuttallides truempyi,0.19,9.24,1.41
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,90-92",258.533,rmcd,65.2659,D.-T. et al. 2014,0.7561,Benthic,Nuttallides truempyi,0.06,9.81,1.98
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,94-96",258.574,rmcd,65.2756,D.-T. et al. 2014,0.7464,Benthic,Nuttallides truempyi,0.21,9.14,1.32
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,98-100",258.614,rmcd,65.285,D.-T. et al. 2014,0.737,Benthic,Nuttallides truempyi,0.24,8.99,1.16
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,102-104",258.654,rmcd,65.2945,D.-T. et al. 2014,0.7275,Benthic,Nuttallides truempyi,0.21,9.14,1.32
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,106-108",258.694,rmcd,65.3039,D.-T. et al. 2014,0.7181,Benthic,Nuttallides truempyi,0.24,9,1.17
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,110-112",258.735,rmcd,65.3136,D.-T. et al. 2014,0.7084,Benthic,Nuttallides truempyi,0.24,9,1.18
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,114-116",258.775,rmcd,65.3231,D.-T. et al. 2014,0.6989,Benthic,Nuttallides truempyi,0.19,9.23,1.4
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,118-120",258.814,rmcd,65.3347,D.-T. et al. 2014,0.6873,Benthic,Nuttallides truempyi,0.28,8.82,0.99
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,122-124",258.851,rmcd,65.3496,D.-T. et al. 2014,0.6724,Benthic,Nuttallides truempyi,0.21,9.14,1.31
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,126-128",258.888,rmcd,65.3645,D.-T. et al. 2014,0.6575,Benthic,Nuttallides truempyi,0.19,9.24,1.41
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,142-144",259.035,rmcd,65.4239,D.-T. et al. 2014,0.5981,Benthic,Nuttallides truempyi,0.18,9.26,1.43
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-1,146-148",259.072,rmcd,65.4359,D.-T. et al. 2014,0.5861,Benthic,Nuttallides truempyi,0.34,8.55,0.72
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,0-2",259.109,rmcd,65.4419,D.-T. et al. 2014,0.5801,Benthic,Nuttallides truempyi,0.3,8.75,0.92
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,16-18",259.257,rmcd,65.4656,D.-T. et al. 2014,0.5564,Benthic,Nuttallides truempyi,0.29,8.8,0.97
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,24-26",259.331,rmcd,65.4775,D.-T. et al. 2014,0.5445,Benthic,Nuttallides truempyi,0.23,9.04,1.21
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,28-30",259.367,rmcd,65.4832,D.-T. et al. 2014,0.5388,Benthic,Nuttallides truempyi,0.21,9.14,1.32
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,32-34",259.404,rmcd,65.4892,D.-T. et al. 2014,0.5328,Benthic,Nuttallides truempyi,0.29,8.76,0.93
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,36-38",259.441,rmcd,65.4951,D.-T. et al. 2014,0.5269,Benthic,Nuttallides truempyi,0.33,8.61,0.78
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,40-42",259.478,rmcd,65.501,D.-T. et al. 2014,0.521,Benthic,Nuttallides truempyi,0.32,8.64,0.81
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,44-46",259.515,rmcd,65.507,D.-T. et al. 2014,0.515,Benthic,Nuttallides truempyi,0.27,8.88,1.06
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,48-50",259.552,rmcd,65.5129,D.-T. et al. 2014,0.5091,Benthic,Nuttallides truempyi,0.27,8.88,1.06
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,52-54",259.589,rmcd,65.5188,D.-T. et al. 2014,0.5032,Benthic,Nuttallides truempyi,0.23,9.05,1.22
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,56-58",259.626,rmcd,65.5248,D.-T. et al. 2014,0.4972,Benthic,Nuttallides truempyi,0.31,8.68,0.85
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,60-62",259.662,rmcd,65.5324,D.-T. et al. 2014,0.4896,Benthic,Nuttallides truempyi,0.32,8.62,0.8
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,64-66",259.699,rmcd,65.5416,D.-T. et al. 2014,0.4804,Benthic,Nuttallides truempyi,0.3,8.73,0.9
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,68-70",259.736,rmcd,65.5507,D.-T. et al. 2014,0.4713,Benthic,Nuttallides truempyi,0.31,8.7,0.87
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,72-74",259.773,rmcd,65.5598,D.-T. et al. 2014,0.4622,Benthic,Nuttallides truempyi,0.27,8.88,1.05
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,76-78",259.81,rmcd,65.5689,D.-T. et al. 2014,0.4531,Benthic,Nuttallides truempyi,0.27,8.85,1.02
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,80-82",259.847,rmcd,65.5781,D.-T. et al. 2014,0.4439,Benthic,Nuttallides truempyi,0.33,8.59,0.77
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,84-86",259.884,rmcd,65.5872,D.-T. et al. 2014,0.4348,Benthic,Nuttallides truempyi,0.29,8.77,0.94
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,88-90",259.921,rmcd,65.5963,D.-T. et al. 2014,0.4257,Benthic,Nuttallides truempyi,0.25,8.96,1.13
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,92-94",259.957,rmcd,65.6123,D.-T. et al. 2014,0.4097,Benthic,Nuttallides truempyi,0.29,8.78,0.95
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,96-98",259.994,rmcd,65.6368,D.-T. et al. 2014,0.3852,Benthic,Nuttallides truempyi,0.24,9,1.17
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,100-102",260.031,rmcd,65.6613,D.-T. et al. 2014,0.3607,Benthic,Nuttallides truempyi,0.33,8.59,0.76
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,104-106",260.068,rmcd,65.6858,D.-T. et al. 2014,0.3362,Benthic,Nuttallides truempyi,0.27,8.85,1.02
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,108-110",260.105,rmcd,65.7079,D.-T. et al. 2014,0.3141,Benthic,Nuttallides truempyi,0.29,8.77,0.94
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,112-114",260.148,rmcd,65.716,D.-T. et al. 2014,0.306,Benthic,Nuttallides truempyi,0.19,9.22,1.39
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,116-118",260.192,rmcd,65.7243,D.-T. et al. 2014,0.2978,Benthic,Nuttallides truempyi,0.21,9.11,1.29
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,120-122",260.235,rmcd,65.7323,D.-T. et al. 2014,0.2897,Benthic,Nuttallides truempyi,0.33,8.58,0.75
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-2,128-130",260.322,rmcd,65.7486,D.-T. et al. 2014,0.2734,Benthic,Nuttallides truempyi,0.29,8.78,0.95
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209A-25H-6,56-58",261.04,rmcd,65.8938,D.-T. et al. 2014,0.1282,Benthic,Nuttallides truempyi,0.4,8.3,0.47
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209A-25H-6,60-62",261.08,rmcd,65.9024,D.-T. et al. 2014,0.1196,Benthic,Nuttallides truempyi,0.43,8.14,0.31
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209A-25H-6,64-66",261.12,rmcd,65.911,D.-T. et al. 2014,0.111,Benthic,Nuttallides truempyi,0.45,8.07,0.24
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,0-2",261.62,rmcd,66.0287,D.-T. et al. 2014,-0.0067,Benthic,Nuttallides truempyi,0.5,7.83,0
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,4-6",261.66,rmcd,66.0353,D.-T. et al. 2014,-0.0133,Benthic,Nuttallides truempyi,0.47,8,0.17
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,8-10",261.7,rmcd,66.042,D.-T. et al. 2014,-0.02,Benthic,Nuttallides truempyi,0.47,7.97,0.14
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,12-14",261.74,rmcd,66.0487,D.-T. et al. 2014,-0.0267,Benthic,Nuttallides truempyi,0.39,8.35,0.52
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,24-26",261.86,rmcd,66.0687,D.-T. et al. 2014,-0.0467,Benthic,Nuttallides truempyi,0.32,8.64,0.81
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,28-30",261.9,rmcd,66.0753,D.-T. et al. 2014,-0.0533,Benthic,Nuttallides truempyi,0.34,8.55,0.72
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,32-34",261.94,rmcd,66.082,D.-T. et al. 2014,-0.06,Benthic,Nuttallides truempyi,0.23,9.02,1.2
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209A-25H-6,148-150",261.96,rmcd,66.0853,D.-T. et al. 2014,-0.0633,Benthic,Nuttallides truempyi,0.39,8.34,0.51
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,36-38",261.98,rmcd,66.0887,D.-T. et al. 2014,-0.0667,Benthic,Nuttallides truempyi,0.29,8.8,0.97
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209A-25H-7,2-4",262,rmcd,66.092,D.-T. et al. 2014,-0.07,Benthic,Nuttallides truempyi,0.31,8.68,0.86
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,40-42",262.02,rmcd,66.0966,D.-T. et al. 2014,-0.0746,Benthic,Nuttallides truempyi,0.19,9.21,1.38
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209A-25H-7,6-8",262.04,rmcd,66.1011,D.-T. et al. 2014,-0.0791,Benthic,Nuttallides truempyi,0.2,9.17,1.35
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,44-46",262.06,rmcd,66.1057,D.-T. et al. 2014,-0.0837,Benthic,Nuttallides truempyi,0.27,8.87,1.04
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209A-25H-7,10-12",262.08,rmcd,66.1103,D.-T. et al. 2014,-0.0883,Benthic,Nuttallides truempyi,0.28,8.83,1
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,48-50",262.1,rmcd,66.1149,D.-T. et al. 2014,-0.0929,Benthic,Nuttallides truempyi,0.3,8.74,0.91
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209A-25H-7,14-16",262.12,rmcd,66.1194,D.-T. et al. 2014,-0.0974,Benthic,Nuttallides truempyi,0.25,8.95,1.12
d18O_foram,Westerhold et al. (2011),ODP 1209,"198-1209C-15H-4,52-54",262.14,rmcd,66.124,D.-T. et al. 2014,-0.102,Benthic,Nuttallides truempyi,0.22,9.09,1.27
