family,genus,mobility,substrate,feeding,fixation,functional_reference,FGnum,min,org,base_op_s,base,base_mid,top_op_s,top,top_mid,op_base,op_base_mid,op_top_mid,op_top,gen_laztax,age,gen.surv,known_fossil_record
Anatinellidae,Anatinella,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; no paillial sinus, ""at most only very short siphons"" - Signorelli & Carter 2016; rel to mactrids so taken to have short siphons",21,NA,NA,Tortonian,11.63,9.44,Recent,0,0,11.63,9.44,0,0,FALSE,Rec,R,yes
Anomiidae,Anomia,immobile,epifaunal,suspension,cemented,Yonge 1977 (calcified byssus); Zhongyan 2004 says calcified byssus,7,2.5,2,Aptian_lower,126.3,124.65,Recent,0,0,126.3,124.65,0,0,FALSE,both,S,yes
Anomiidae,Enigmonia,mobile,epifaunal,suspension,byssate,"Yonge 1977 ""as flat mobile individuals on leaves of mangroves"", Table 1 for non calcified byssus and temporary byssal attachment; Zhongyan 2004 says byssate; Huber 2015 says temporarily attached by byssus to stems of palms, mangrove roots, stumps of trees, etc.",4,NA,NA,Ypresian_lower,56,53.95,Recent,0,0,56,53.95,0,0,FALSE,Rec,R,yes
Anomiidae,Heteranomia,immobile,epifaunal,suspension,cemented,"Yonge 1977 for calcified byssus; Huber 2015 ""byssally attached to hard substrates (rocks, stones, shells, buoys)""",7,NA,NA,Ypresian_lower,56,53.95,Recent,0,0,56,53.95,0,0,FALSE,Rec,R,yes
Anomiidae,Isomonia,immobile,epifaunal,suspension,cemented,"Huber 2015 for I. umbonata as attached by calcified byssus to rocks, shells, and on corals; not in Yonge 1977",7,NA,NA,Serravallian,13.82,12.725,Recent,0,0,13.82,12.725,0,0,FALSE,Rec,R,yes
Anomiidae,Monia,immobile,epifaunal,suspension,cemented,Yonge 1977 (calcified byssus); Zhongyan 2004 says calcified byssus,7,NA,NA,Rupelian_lower,33.9,32.45,Recent,0,0,33.9,32.45,0,0,FALSE,Rec,R,yes
Anomiidae,Paranomia,immobile,epifaunal,suspension,cemented,"Treatise:383 ""Byssal foramen closed in adult""; good description of morphology in Stephenson 1923:235, but does not mention attachement mode; not in Yonge 1977",7,2.5,2,Santonian_upper,85,84.3,Maastrichtian,66,69.1,85,84.3,69.1,66,FALSE,Maas,V,yes
Anomiidae,Patro,immobile,epifaunal,suspension,byssate,"Yonge 1977:481-482 descr. byssal notch as smaller than in Anomia, and the 'under' valve as sculptured and may covered in encrusting organisms. Draws probable life positino in Fig. 21 as pleurthetic and bysally attached; Yonge 1980:143 as ""adapted for life on a more uneven surface and under more turbid conditions"" than Anomia, per Beu 1967",8,NA,NA,Messinian_lower,7.25,6.77,Recent,0,0,7.25,6.77,0,0,FALSE,Rec,R,yes
Anomiidae,Placunanomia,immobile,epifaunal,suspension,cemented,"Huber 2015 for P. cumingii as ""partially cemented to broken shell and rock bottom""; NMITA as epifaunal recliner, immobile, cemented",7,NA,NA,Chattian,28.1,25.565,Recent,0,0,28.1,25.565,0,0,FALSE,Rec,R,yes
Anomiidae,Placunopsis,immobile,epifaunal,suspension,cemented,"Hodges 2022:207 suggests attached to hard substrate via byssal plug in right valve, notes probable cementation given ""xenomorphic ornament when attached to substrates such as ammonite shells""; not in Yonge 1977",7,2,2,Hettangian_upper,199.97,199.635,Maastrichtian_upper,66,67.5,199.97,199.635,67.5,66,FALSE,Maas,V,yes
Anomiidae,Pododesmus,immobile,epifaunal,suspension,cemented,Yonge 1977 (calcified byssus),7,NA,NA,Ypresian,56,51.9,Recent,0,0,56,51.9,0,0,FALSE,Rec,R,yes
Anomiidae,Tarturia,immobile,epifaunal,suspension,cemented,"Strougo 1983:122 ""large. permanent byssal opening"" ... ""Above 50-60 mm, the byssal retractor ceases to grow or even begins to atrophy and is supplanted by the growing adductor."" Thus, taken to be cemented as adults.",7,2.5,2,Maastrichtian,72.1,69.05,Maastrichtian,66,69.1,72.1,69.05,69.1,66,FALSE,Maas,V,yes
Antillocaprinidae,Antillocaprina,immobile,semi-infaunal,photosymbiotic,unattached,erect not recumbent say Johnson & Kauffman 1996:246,2,1.5,2.5,Santonian_upper,85,84.3,Maastrichtian_upper,66,67.5,85,84.3,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Caenosarcolites,immobile,epifaunal,photosymbiotic,unattached,has tubes which Mitchell 2013 assoc w/recumbent position,10,1.5,2.5,Maastrichtian_lower,72.1,70.575,Maastrichtian_upper,66,67.5,72.1,70.575,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Eosarcolites,immobile,semi-infaunal,photosymbiotic,unattached,"""hook"" morphotype that lacks tubes = elevator, says Mitchell 2013",2,1.5,2.5,Campanian_middle,79.77,77.85,Maastrichtian_upper,66,67.5,79.77,77.85,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Oligosarcolites,immobile,epifaunal,photosymbiotic,unattached,"recumbent - Mitchell & Gunter 2006, their Parasarcolites monotubularis is type sp of Oligosarcolites",10,1.5,2.5,Campanian_middle,79.77,77.85,Maastrichtian_upper,66,67.5,79.77,77.85,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Parasarcolites,immobile,epifaunal,photosymbiotic,unattached,"recumbent - Mitchell & Gunter 2006, Mitchell 2013",10,1.5,2.5,Maastrichtian_lower,72.1,70.575,Maastrichtian_upper,66,67.5,72.1,70.575,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Polysarcolites,immobile,epifaunal,photosymbiotic,unattached,"""hook"" morphotype named for its many tubes, so taken to be recumbent, cf. Mitchell 2013",10,1.5,2.5,Maastrichtian_lower,72.1,70.575,Maastrichtian_upper,66,67.5,72.1,70.575,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Rotacaprina,immobile,semi-infaunal,photosymbiotic,unattached,"""hook"" morphotype that lacks tubes = elevator, says Mitchell 2013",2,1.5,2.5,Maastrichtian_lower,72.1,70.575,Maastrichtian_upper,66,67.5,72.1,70.575,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Rudicaprina,immobile,epifaunal,photosymbiotic,unattached,"""croissant"" morphotype so recumbent - Mitchell 2013",10,1.5,2.5,Campanian_middle,79.77,77.85,Maastrichtian_upper,66,67.5,79.77,77.85,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Sawkinsonia,immobile,epifaunal,photosymbiotic,unattached,"tubes & flanges present, so recumbent - Mitchell 2013",10,1.5,2.5,Maastrichtian_upper,69.05,67.525,Maastrichtian_upper,66,67.5,69.05,67.525,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Stellacaprina,immobile,semi-infaunal,photosymbiotic,unattached,"RV long & straight, LV tightly coiled, no tubes, so not recumbent - Mitchell 2013",2,1.5,2.5,Campanian_lower,83.6,81.685,Maastrichtian_upper,66,67.5,83.6,81.685,67.5,66,FALSE,Maas,V,yes
Antillocaprinidae,Titanosarcolites,immobile,epifaunal,photosymbiotic,unattached,"""croissant"" morphotype so recumbent - Mitchell 2013",10,1.5,2.5,Campanian_middle,79.77,77.85,Maastrichtian_upper,66,67.5,79.77,77.85,67.5,66,FALSE,Maas,V,yes
Arcidae,Acar,mobile,epifaunal,suspension,byssate,"crawling in Stanley 1970 as Barbatia domingensis;Zhongyan 2004, Audino & Marian 2018",4,1,3,Cenomanian,100.5,97.2,Recent,0,0,100.5,97.2,0,0,FALSE,both,S,yes
Arcidae,Anadara,mobile,semi-infaunal,suspension,byssate,"Zhongyan 2004, Audino & Marian 2018; ""In the Arcidae, endobyssate taxa (Fig. 3) are represented by the genera Anadara, Scapharca , and Cunearca , these representing a transition from semi-infaunal to completely infaunal forms."" Oliver & Holmes 2006: 241; so Anadara s.s. semi-infaunal byssate; as semi-infaunal in Stanley 1970 Fig. 5, who notes capacity sluggish burrowing.; Broom 1985 cites infaunal A. tuberculosa",17,NA,NA,Lutetian,47.8,44.5,Recent,0,0,47.8,44.5,0,0,FALSE,Rec,R,yes
Arcidae,Arca,mobile,epifaunal,suspension,byssate,Audino & Marian 2018; Kay 1979 says nestling or boring with byssal gape; Zhongyan 2004 says attached to rocks by byssus; Morton & Peharda 2008 as epifaunal and byssally attached,4,1,3,Aptian_lower,126.3,124.65,Recent,0,0,126.3,124.65,0,0,FALSE,both,S,yes
Arcidae,Asperarca,mobile,epifaunal,suspension,byssate,Huber 2015; Southern Synthesis implies that most arcids are mobile,4,NA,NA,Tortonian,11.63,9.44,Recent,0,0,11.63,9.44,0,0,FALSE,Rec,R,yes
Arcidae,Barbatia,mobile,epifaunal,suspension,byssate,cited as capable of crawling in Stanley 1970:122; Audino & Marian 2018,4,1,3,Bajocian,170.3,169.3,Recent,0,0,170.3,169.3,0,0,FALSE,both,S,yes
Arcidae,Bathyarca,mobile,epifaunal,suspension,byssate,"both epi & endobyssate: Oliver & Allen 1980, Oliver 1979:36 notes the relatively shallower water B. glacialis as elongate, unspecialized epibyssate in muddy gravel and the deeper water B. dakarensis as more specilaized, rotund, endobyssate in ooze; Morton 1982:278 as stabilized in habitats of soft mud, with the periodic loss of the byssus permitting relocation of the animal elsewhere. Observed specimens to attached to sand grains on the surface in aquaria, contents that functional morphology consistent with nestling to epibyssate lifestyle; Audino et al. 2019 as infaunal without source; Oliver & von Cosel 1992:360; Huber 2010a; Lamprell & Healy 1998:60; Mikkelsen & Bieler 2008:56; Knudsen 1979:207 for B. orbiculata as ""a burrowing form"" with a ""fine byssus (1-5 threads)"" and as a suspension feeder on p. 211",4,1,3,Campanian_upper,75.93,74.015,Recent,0,0,75.93,74.015,0,0,FALSE,both,S,yes
Arcidae,Bentharca,mobile,epifaunal,suspension,byssate,"Zhongyan 2004 says infaunal; epibysssate in Oliver & Allen 1980:69; Knudsen 1979:207 says B. asperula is byssally attached, shell is elongate, and posterior end extended, byssus is very solid, and pp attaches itself to a great variety of substrata, other organisms, and stones.",4,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Arcidae,Calloarca,mobile,epifaunal,suspension,byssate,"Huber 2015: Calloarca ((Calloarca) alternata (G. B. Sowerby I 1833) ""attached to stones, rocks or shells, rocky bottoms"", Calloarca (Coraliarca) cibotina (Melvill & Standen 1907) ""coarse sand, rubble with coral and byssally attached to siliceous sponges"", other species as epibyssate, nestling in crevices, many bysally attached to sponges",4,NA,NA,Ionian,0.78,0.395,Recent,0,0,0.78,0.395,0,0,FALSE,Rec,R,yes
Arcidae,Cucullaearca,mobile,epifaunal,suspension,byssate,"Huber 2015 bysally attached to rubble ,under rocks, to corals, epifaunal nestler",4,1,3,Cenomanian,100.5,97.2,Recent,0,0,100.5,97.2,0,0,FALSE,both,S,yes
Arcidae,Cunearca,mobile,infaunal_asiphonate,suspension,byssate,"""In the Arcidae, endobyssate taxa (Fig. 3) are represented by the genera Anadara, Scapharca , and Cunearca , these representing a transition from semi-infaunal to completely infaunal forms."" – Oliver & Holmes 2006: 241. C. brasiliana infaunal in Tunnell et al. 2010 book infaunal byssate actively mobile (Todd NMITA website, citing Rost 1955)",35,NA,NA,Chattian,28.1,25.565,Recent,0,0,28.1,25.565,0,0,FALSE,Rec,R,yes
Arcidae,Deltaodon,mobile,epifaunal,suspension,byssate,"""attached to rocks & stones"" (Kamenev 2007b) see Kilburn 1983 fig 36",4,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Arcidae,Destacar,mobile,infaunal_asiphonate,suspension,byssate,narrow byssate gape acc to Lamprell & Healy 1998 - their fig not similar to Hedley's but Huber 2015 accepts it,35,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Arcidae,Diluvarca,mobile,semi-infaunal,suspension,byssate,"Huber 2010a:572 for byssal attachment of D. gibbosa and D. corbuloides; Carpenter & De Angelis 2016 [FAO] 2016:696 for D. gibbosa as ""Partly buried in various soft bottoms of the sublittoral and shelf zones, from about 5 to 500 m depths.""",17,NA,NA,Burdigalian_lower,20.44,19.325,Recent,0,0,20.44,19.325,0,0,FALSE,Rec,R,yes
Arcidae,Eonavicula,mobile,epifaunal,suspension,byssate,"Hansen & Surlyk 2014 say epifaunal byssate, taken to be mobile epifaunal by similarity to Arca s.s.",4,1,3,Aalenian_lower,174.1,173.15,Burdigalian,16,18.2,174.1,173.15,18.2,16,FALSE,Maas,S,yes
Arcidae,Fugleria,mobile,epifaunal,suspension,byssate,Huber 2015 attached to rocks by small byssus for both species; Southern Synthesis implies that most arcids are mobile,4,NA,NA,Tortonian-Messinian,11.63,8.48,Recent,0,0,11.63,8.48,0,0,FALSE,Rec,R,yes
Arcidae,Grandiarca,mobile,semi-infaunal,suspension,byssate,"as per Anadara following Lutaenko 2011 in Proceedings of the Workshop on Coastal Marine Biodiversity and Bioresources of Vietnam and Adjacent Areas to the South China Sea, in which the general similarity of the anadarines to each other (and the potential synonymy of the subgenera including Grandiarca with Anadara is discussed [KSC]",17,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Arcidae,Hawaiarca,mobile,epifaunal,suspension,byssate,"Huber 2015, byssally atttached to Southern Synthesis implies that most arcids are mobile",4,NA,NA,Lutetian_upper,44.5,42.85,Recent,0,0,44.5,42.85,0,0,FALSE,Rec,R,yes
Arcidae,Imparilarca,mobile,semi-infaunal,suspension,byssate,based on Anadara (Imparilarca is subgen),17,NA,NA,Aquitanian,23.03,21.735,Recent,0,0,23.03,21.735,0,0,FALSE,Rec,R,yes
Arcidae,Lamarcka,mobile,semi-infaunal,suspension,byssate,"similar to Anadara, named in Vermeij and Amano 2021 ventral margin with byssal gape",17,NA,NA,Rupelian_lower,33.9,32,Recent,0,0,33.9,32,0,0,FALSE,Rec,R,yes
Arcidae,Larkinia,mobile,infaunal_asiphonate,suspension,unattached,Huber 2015; Southern Synthesis implies that most arcids are mobile; subgen of Anadara so assuming unattached,1,NA,NA,Aquitanian-Burdigalian,23.03,19.5,Recent,0,0,23.03,19.5,0,0,FALSE,Rec,R,yes
Arcidae,Litharca,immobile,borer,suspension,byssate,Nicol & Jones Nautilus 1986 Litharca lithodomus and adaptive radiation in arcacean pelecypods.,28,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Arcidae,Lunarca,mobile,semi-infaunal,suspension,byssate,"see Stanley 1970:22 for Anadara ovalis (type sp of Lunarca) retains a weak byssus for anchorage in weak sediments, free-burrowing, infaunal; in NMITA",17,NA,NA,Lutetian_upper,44.5,42.85,Recent,0,0,44.5,42.85,0,0,FALSE,Rec,R,yes
Arcidae,Mabellarca,mobile,infaunal_asiphonate,suspension,byssate,"Zhongyan 2004 infaunal (Lamprell & Healy 1998), no mention of bysssal gape. Mabellarca notabilis [still in Mabellarca? Huber puts it in Anadara s.s.]; “very sluggish burrower … some animals were observed to possess a weak byssus” –Stanley 1970:125 – so endobyssate",35,NA,NA,Tortonian-Messinian,11.63,8.48,Recent,0,0,11.63,8.48,0,0,FALSE,Rec,R,yes
Arcidae,Mimarcaria,mobile,epifaunal,suspension,byssate,Huber 2015; Southern Synthesis implies that most arcids are mobile,4,NA,NA,Ionian,0.78,0.395,Recent,0,0,0.78,0.395,0,0,FALSE,Rec,R,yes
Arcidae,Mosambicarca,mobile,semi-infaunal,suspension,byssate,"Southern Synthesis implies that most arcids are mobile; Oliver & von Cosel 1992:330, who then say it’s “semi-infaunal…forming extensive beds reminiscent of Modiolus and it is consequently rather different from the truly infaunal burrowing forms of more typical Anadarinae” (O & vC 1992:334); A. (M.) erythraeonensis as ""shallow burrowing in muddy sediments"" in Oliver et al. 2023:490",17,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Arcidae,Nipponarca,mobile,epifaunal,suspension,byssate,Oliver & von Cosel 1992,4,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Arcidae,Porterius,mobile,epifaunal,suspension,byssate,Huber 2015; Southern Synthesis implies that most arcids are mobile,4,NA,NA,Danian_lower,66,64.9,Recent,0,0,66,64.9,0,0,FALSE,Rec,R,yes
Arcidae,Potiarca,mobile,infaunal_asiphonate,suspension,byssate,"Zhongyan 2004, jun syn Anadara s.s. in Coan & Valentich-Scott 2012:169. P. chemnitzii “slow burrower…lies just beneath the sed surface….anchored in the sed by a sheet-like byssal pad…special adaptation for life in fine-grained substrata” – Stanley 1970:126, infaunal byssate actively mobile (Todd NMITA website, citing Stanley 1970)",35,NA,NA,Aquitanian-Burdigalian,23,20,Recent,0,0,23,20,0,0,FALSE,Rec,R,yes
Arcidae,Pseudoporterius,mobile,infaunal_asiphonate,suspension,byssate,based on Samacar in Huber 2015 (Pseudoporterius is subgen),35,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Arcidae,Rasia,mobile,epifaunal,suspension,byssate,"jun syn Anadara s.s. in Coan & Valentich-Scott 2012:169, epifaunal byssate sedentary/actively mobile [so mobile by our binary classification] (Todd NMITA website, citing Rost 1955)",4,NA,NA,Priabonian,37.8,35.85,Recent,0,0,37.8,35.85,0,0,FALSE,Rec,R,yes
Arcidae,Samacar,mobile,infaunal_asiphonate,suspension,byssate,"Huber 2015, Zhongyan 2004 & Kilburn 1983 fig 35",35,NA,NA,Piacenzian,3.6,3.095,Recent,0,0,3.6,3.095,0,0,FALSE,Rec,R,yes
Arcidae,Savignyarca,mobile,epifaunal,suspension,byssate,"Huber 2015, as Barbatia",4,NA,NA,Burdigalian_upper,18.21,17,Recent,0,0,18.21,17,0,0,FALSE,Rec,R,yes
Arcidae,Scapharca,mobile,semi-infaunal,suspension,byssate,"Scapharca represents a transition from semi-infaunal to completely infaunal forms.” – Oliver & Holmes 2006: 241; “It rarely moves much” – Noda 1966:4. jun syn Anadara s.s. in Coan & Valentich-Scott 2012:169, valid in Lutaenko 2011 (who claims molec support). S. kagoshimensis in Ujino & Matsukuma 2011 fully infaunal (but don’t mention byssus) but Yuramoto et al. 2008 say it’s epfaunal! S. inaequalis also infaunal (Mistri et al. 1988). Perhaps call Scapharca semi-infaunal byssate?",17,NA,NA,Rupelian_lower,33.9,32,Recent,0,0,33.9,32,0,0,FALSE,Rec,R,yes
Arcidae,Sectiarca,mobile,semi-infaunal,suspension,byssate,"Huber 2015, as Anadara; jun syn Anadara s.s. in Coan & Valentich-Scott 2012:169. Semi-infaunal/epifaunal unattached/byssate sedentary/actively mobile (NMITA)",17,NA,NA,Tortonian-Messinian,11.63,8.48,Recent,0,0,11.63,8.48,0,0,FALSE,Rec,R,yes
Arcidae,Senilia,mobile,infaunal_asiphonate,suspension,unattached,"Yonge 1955 J Molluscan Studies; Southern Synthesis implies that most arcids are mobile; found infaunal in mud; Yoloye 1975 figures specimen burrowed just below sediment, relatively inactive, never seen to leave their burrows and wander around, no byssal gape and byssal glands do not function in adults.",1,NA,NA,Burdigalian_lower,20.44,19.325,Recent,0,0,20.44,19.325,0,0,FALSE,Rec,R,yes
Arcidae,Tegillarca,mobile,infaunal_asiphonate,suspension,unattached,"Zhongyan 2004, Audino & Marian 2018, jun syn Anadara s.s. in Coan & Valentich-Scott 2012:169, valid in Lutaenko 2011 (who claims molec support) ”byssus non-persistent” – Lim 1965, who descr it as shallow burrower = mobile; also abyssate in Broom 1985 [biol. and cult. of anadara]; T. granosa “when the salinity is higher than average, as in the summer months, migrates higher up in the estuary, but during the floods it migrates in more saline waters” (Robba et al. 2002:58) – so definitely mobile unattached",1,NA,NA,Burdigalian,20.44,18.205,Recent,0,0,20.44,18.205,0,0,FALSE,Rec,R,yes
Arcidae,Tetrarca,mobile,epifaunal,suspension,byssate,"Huber 2015: T. acuminata as attached to rocks, T. ocellata as in crevices in rock and corals, T. tetragona as byssally attached",4,NA,NA,Priabonian_upper,35.85,34.875,Recent,0,0,35.85,34.875,0,0,FALSE,Rec,R,yes
Arcidae,Tosarca,mobile,infaunal_asiphonate,suspension,unattached,"Huber 2015, as Anadara; jun syn Anadara s.s. in Coan & Valentich-Scott 2012:169; pbdb says facultatively mobile. Infaunal/semi-infaunal asiphonate unattached sedentary (Todd NMITA website, citing Stanley 1970), so mobile by our binary classification.",1,NA,NA,Burdigalian_lower,20.44,19.325,Recent,0,0,20.44,19.325,0,0,FALSE,Rec,R,yes
Arcidae,Trisidos,mobile,semi-infaunal,suspension,byssate,"Tevesz & Carter 1979, Zhongyan 2004, “another unusual genus within the Arcidae, in which the shell is twisted around the umbo bringing the posterior margin through 90°….the posterior margin lies in the same plane as the surface of the sediments in which it lives (Morton, 1982a). In this case, the form is epibyssate but the habit is endobyssate.” – Oliver & Holmes 2006",17,NA,NA,Lutetian,47.8,44.5,Recent,0,0,47.8,44.5,0,0,FALSE,Rec,R,yes
Arcidae,Xenophorarca,mobile,epifaunal,suspension,byssate,Huber 2015 as byssally attached to soft bottom seds and cave walls,4,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Arcticidae,Arctica,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"Morton 2011 (who also says top 5 cm), also notes shallow pallial sinus in Fig. 2, contra previous workers and notes very short siphons in Figs. 5 and 7",21,1,3,Oxfordian_upper,159.7,158.5,Recent,0,0,159.7,158.5,0,0,FALSE,both,S,yes
Astartidae,Astarte,mobile,infaunal_asiphonate,suspension,unattached,"Saleuddin for details of life habits, confirms suspension feeding habit, no byssus in adults, no siphon, effectively, as exhalent siphon reaches 2mm, and there is an inhalent aperature, not siphon; Allen 1968:35 ""adult Astarte do not produce a byssus""",1,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Astartidae,Astartemya,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,1,2,Campanian,83.6,77.85,Maastrichtian,66,69.1,83.6,77.85,69.1,66,FALSE,Maas,V,yes
Astartidae,Bathycorbis,mobile,infaunal_asiphonate,suspension,unattached,taken to be shallow bec of small size (max 4.5 mm),1,NA,NA,Chattian_lower,28.1,26.835,Recent,0,0,28.1,26.835,0,0,FALSE,Rec,R,yes
Astartidae,Crassatellina,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,1,2.75,Albian_upper,104.67,102.585,Danian_upper,61.6,62.7,104.67,102.585,62.7,61.6,FALSE,Maas,S,yes
Astartidae,Digitaria,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,NA,NA,Rupelian_lower,33.9,32.45,Recent,0,0,33.9,32.45,0,0,FALSE,Rec,R,yes
Astartidae,Dozyia,mobile,infaunal_asiphonate,suspension,unattached,Aberhan & Kiessling 2015,1,1,2,Turonian,93.9,91.85,Danian,61.6,63.8,93.9,91.85,63.8,61.6,FALSE,Maas,S,yes
Astartidae,Eriphyla,mobile,infaunal_asiphonate,suspension,unattached,"Landman et al. 2007:Table 1 as ""infaunal facultatively mobile suspension feeder""; Aberhan & Kiessling 2015",1,1,2,Bajocian,170.3,169.3,Maastrichtian,66,69.1,170.3,169.3,69.1,66,FALSE,Maas,V,yes
Astartidae,Eriphylopsis,mobile,infaunal_asiphonate,suspension,unattached,Heinberg 1999:94 as infaunal burrowing suspension feeder,1,1,2,Aptian_lower,126.3,124.65,Maastrichtian,66,69.1,126.3,124.65,69.1,66,FALSE,Maas,V,yes
Astartidae,Freiastarte,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,1,2,Valanginian_upper,136.4,135.15,Maastrichtian,66,69.1,136.4,135.15,69.1,66,FALSE,Maas,V,yes
Astartidae,Gonilia,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Astartidae,Goodallia,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Caprinidae,Sabinia,immobile,epifaunal,photosymbiotic,unattached,"recumbent - Gili et al. 1995, Schluter et al. 2008",10,1.5,2.5,Campanian_lower,83.6,81.685,Maastrichtian,66,69.1,83.6,81.685,69.1,66,FALSE,Maas,V,yes
Astartidae,Isocrassina,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,NA,NA,Priabonian,37.8,35.85,Recent,0,0,37.8,35.85,0,0,FALSE,Rec,R,yes
Astartidae,Laevastarte,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Plagioptychidae,Mitrocaprina,immobile,epifaunal,photosymbiotic,unattached,recumbent - Camoin et al. 1988,10,1.5,2.5,Coniacian_lower,89.8,89.215,Maastrichtian_upper,66,67.5,89.8,89.215,67.5,66,FALSE,Maas,V,yes
Astartidae,Saltocuna,mobile,infaunal_asiphonate,suspension,unattached,for Astartidae,1,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Bakevelliidae,Aguileria,immobile,epifaunal,suspension,byssate,"Kauffman & Runnegar 1975:27 ""Atomodesma was primarily a byssate epifaunal bivalve with a range of life habits similar to living Mytilidae; it shows a variety of structural adaptations supporting this interpretation (Text-fig. 4)""; Mondal & Harries 2016",8,1.75,1,Kimmeridgian,157.3,154.7,Maastrichtian,66,69.1,157.3,154.7,69.1,66,FALSE,Maas,V,yes
Bakevelliidae,Bakevellia,immobile,epifaunal,suspension,byssate,"figured as semi-infaunal endobyssate in Aberhan & Muster 1997: Fig 6; Hautmann et al. 2011 Table 1: ""EpiBys-Susp""; in Ros-Franch et al. 2014",8,1.5,1,Moscovian_upper,309.73,308.365,Maastrichtian,66,69.1,309.73,308.365,69.1,66,FALSE,Maas,V,yes
Bakevelliidae,Gervillaria,immobile,epifaunal,suspension,byssate,"Muster 1995; G. ashcroftensis figured as 'orthothetic epibyssate' [epifaunal] AND G. pallas figured as 'twister recliner' [semi-infaunal] in Aberhan & Muster 1997:Fig 6, p. 810.",8,1.5,1,Anisian_middle,245.23,244.3,Maastrichtian,66,69.1,245.23,244.3,69.1,66,FALSE,Maas,V,yes
Bakevelliidae,Gervillella,immobile,semi-infaunal,suspension,byssate,"Aberhan & Muster 1997:810 as in semi-infaunal byssate for Jurassic G. leesi; Muster 1995; Hodges 2022:284: ""Probably a semi-infaunal filter feeder, C. crassa [eco applied to Gervillaria in this MS] lived byssally attached to a hard object in the substrate. The palaeobiology of early Jurassic bakevelliid bivalves has been discussed by Aberhan & Muster (1997)""; Cretaceous G. subtortuosa more closely resemebles epifaunal Gervillaria aschroftensis in Aberhan & Muster 1997:810, which is taken to be epifaunal byssate, but has twisted morphology, arguably implying semi-infaunal, and Cretaceous G. stephensoni descr. by Myers 1968:60 as having anterior auricle separated from main shell by deep, narrow sulcus, which resembles semi-infaunal forms in A&M1997. Genus assumed to range from epifaunal to semi-infaunal habits; Ros-Franch et al. 2014 for pre-Cretaceous sp as endobyssate",25,1.75,1,Rhaetian,209.5,205.4,Maastrichtian_upper,66,67.5,209.5,205.4,67.5,66,FALSE,Maas,V,yes
Bakevelliidae,Gervillia,immobile,epifaunal,suspension,byssate,Muster 1995,8,2,1,Olenekian_upper,248.6,247.85,Maastrichtian_upper,66,67.5,248.6,247.85,67.5,66,FALSE,Maas,V,yes
Bakevelliidae,Pseudoptera,immobile,epifaunal,suspension,byssate,Muster 1995,8,1.5,1,Hauterivian,133.9,132.35,Maastrichtian_upper,66,67.5,133.9,132.35,67.5,66,FALSE,Maas,V,yes
