family,genus,mobility,substrate,feeding,fixation,functional_reference,FGnum,min,org,base_op_s,base,base_mid,top_op_s,top,top_mid,op_base,op_base_mid,op_top_mid,op_top,gen_laztax,age,gen.surv,known_fossil_record
Mactridae,Mactra,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; Saul 1973:38, Giberto et al 2004; MarLin BIOTIC catalogue; Huber 2015 for M. glauca as shallow burrower for shell length 126mm, M. olerena shallowly burrowed for 63mm shell length, M. quadrangularis deeply buried, up to 100mm and it's 60mm shell length, M. stoltorum as shallow burrower with shell length 68mm; Ujino & Matsukuma 2009:46 have M. veneriformis (=quadrangularis) buried 1-2cm",21,NA,NA,Chattian,28.1,25.565,Recent,0,0,28.1,25.565,0,0,FALSE,Rec,R,yes
Mactridae,Mactrella,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; M. striatula to 31mm in length, shell trigonal to oval, sinus deep and broad [extending to just before midline], inflated, thin shell, no mention of gape",21,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Mactridae,Mactrellona,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; NMITA; M. alata to 120mm, shell trigonal, sinus to 1/4 total shell length, moderately inflated with very small posterior gape",21,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Mactridae,Mactrinula,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997, who also describe as shallowly burrowed in their tank experiments, figured as 20mm below sediment water interface; M. dolabrata to 55mm (other species to 80mm), shell tringonal, sinus to 1/4 shell length, inflated, slight posterior gape; taken to be shallow given shape and relatively small sinus",21,NA,NA,Aquitanian_upper,22,21,Recent,0,0,22,21,0,0,FALSE,Rec,R,yes
Mactridae,Mactroderma,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; 3 species from 50-110mm in shell length, M. velata subtrigonal shell form, sinus to midline, more compressed than many mactroid forms, with slight posterior gape [biv3d], so taken to be deep",31,NA,NA,Pleistocene_lower,1.81,1.295,Recent,0,0,1.81,1.295,0,0,FALSE,Rec,R,yes
Mactridae,Mactromeris,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; shells to 150-170mm in length, M. polynyma in biv3d has subtrigonal shell, sinus extending to midline, moderate posterior gape, so taken to to be deep",21,NA,NA,Selandian-Thanetian,61.6,58.8,Recent,0,0,61.6,58.8,0,0,FALSE,Rec,R,yes
Mactridae,Mactrotoma,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; NMITA -- M. angusta in Coan & Valentich-Scott 2012 shell to 58mm, elongate (tellinoid) form, with sinus extending to just short of midline, taken to be deep",31,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Mactridae,Maorimactra,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; M. ordinaria to 25mm shell length, shell trigonal, no mention of sinus or gape, taken to be shallow",21,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Mactridae,Meropesta,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; shell lengths 70-100mm, sinus extending to just beyond the midline in M. nicobarica, elongate (tellinoid form), so taken to be deep",21,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Mactridae,Micromactra,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; NMITA as shallow; Morris et al. 1980:378 says burrowed up to 15cm, shell known to 55mm long, sinus to just under half the shell length",31,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Mactridae,Mulinia,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; NMITA, Stanley 1970:171 siphons very short, shells small, less than 15mm, but other Recent Mulinia species much larger, with M. bicolor reaching 122mm shell length; Signorelli 2019 says genus not gaped, sinus short; Saul 1973:38",21,NA,NA,Lutetian_lower,47.8,46.15,Recent,0,0,47.8,46.15,0,0,FALSE,Rec,R,yes
Mactridae,Mulinoides,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"M. colossea at least 112 mm in length, and Stinnesbeck 1986:177 says the pallial sinus is not very deep, also illustrates specimen as a shallow burrower in Table 8 on page 131; Signorelli 2023:14 says pallial sinus unknown and no mention of a gape, says resembles Cymbophora, so could assuming similar function here as shallow, despite large size. Recall that the later evolved and similarly formed Cyclomactra was observed to live deep with a very shallow sinus, but that had a posterior gape. Taken to be deep given size until proven otherwise.",31,1,2.5,Cenomanian_upper,96.1,95,Ypresian_upper,47.8,49.9,96.1,95,49.9,47.8,FALSE,Maas,S,yes
Mactridae,Nannomactra,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; to 18mm in N. jacksonensis, so taken to be shallow",21,NA,NA,Ionian,0.78,0.395,Recent,0,0,0.78,0.395,0,0,FALSE,Rec,R,yes
Mactridae,Oxyperas,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; species range from 35-111mm in shell length, with most above 50-60mm, O. elongata descr. in Cotton 1961:414 (as Longimactra) as elongate-oval shell with broad sinus extending nearly to midline, so tellinoid in form and relative long sinus and sizes above 60mm in most species suggest deep infaunal",31,NA,NA,Ypresian_upper,51.9,49.85,Recent,0,0,51.9,49.85,0,0,FALSE,Rec,R,yes
Mactridae,Petromactra,mobile,deep_infaunal_siphonate,surface_deposit,unattached,Saul 1973:38 englargement of the posterior gape and deep pallial sinus,31,1,2.5,Campanian_lower,83.6,81.685,Maastrichtian_upper,66,67.5,83.6,81.685,67.5,66,FALSE,Maas,V,yes
Mactridae,Psammophila,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; nearly all species above 100mm shell length, very similar in shell shape to Lutraria, taken to be deep",31,NA,NA,Aquitanian,23.03,21.735,Recent,0,0,23.03,21.735,0,0,FALSE,Rec,R,yes
Mactridae,Pseudocardium,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; P. murchisoni to 100mm shell length, strong trigonal form with sinus barely extending beyond anterior muscle scar, so shallow",21,NA,NA,Selandian-Thanetian,61.6,58.8,Recent,0,0,61.6,58.8,0,0,FALSE,Rec,R,yes
Mactridae,Raeta,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997 who also say shallowly buried on p. 20; Cotton 1961 says siphonal gape small, shell more round than the typically trigonal mactroid or tellinoid forms, cordiform, sinus extends to just beyond the midline, and shell lengths to 60mm, taken to be shallow",21,1,2.5,Maastrichtian,72.1,69.05,Recent,0,0,72.1,69.05,0,0,FALSE,both,S,yes
Mactridae,Raetella,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"Morton 2010:Fig 3 shows Raetellops (=Raetella) pulchella buried 1.5 cm below surface; Morton 2011; species small <20mm, so taken to be shallow",21,NA,NA,Aquitanian,23,22,Recent,0,0,23,22,0,0,FALSE,Rec,R,yes
Mactridae,Raetina,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; R. pellicula to 70mm shell length, with sinus extending to 3/4 shell length, slight posterior gape, so taken to be deep; Kondo et al. 2020 (Palaeontology and Historical Geology) in abstract as ""deep-burrowing mactrid""",21,NA,NA,Tortonian-Messinian,12,8,Recent,0,0,12,8,0,0,FALSE,Rec,R,yes
Mactridae,Rangia,mobile,shallow_infaunal_siphonate,suspension,unattached,"Stanley 1970 has brackish R. cuneata to 1cm below surface, Huber 2015 up to 5cm; suspension feeding in Cleveland 2002, who directly tested the effects of Rangia feeding on phytoplankton reduction and they appear to draw from the water column; noted as obligatory suspension feeder in several other sources (e.g. Möller & Kotta 2017)",3,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Mactridae,Rangianella,mobile,shallow_infaunal_siphonate,suspension,unattached,"assumed to be suspension feeding given it is a subgenus of Rangia; size of two species from 37-55, so taken to be shallow, with inconspicuous or absent pallial sinus for R. flexuosa (Huber 2015)",3,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Mactridae,Resania,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; shell to 109mm in length, Powell 1979:415 describes as shell moderately inflated, elongately oval, gaping considerably; the sinus in biv3d specimen does not extend beyond anterior muscle scar, but is very broad; large size and gape, with broad sinus suggest deep infaunal",31,NA,NA,Chattian_lower,28.1,26.835,Recent,0,0,28.1,26.835,0,0,FALSE,Rec,R,yes
Mactridae,Scalpomactra,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; shell length to 32mm in only species, so taken to be shallow",21,NA,NA,Ypresian_upper,51.9,50,Recent,0,0,51.9,50,0,0,FALSE,Rec,R,yes
Mactridae,Scissodesma,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; S. spengleri to 113mm, sinus extending to 1/3 shell length shell trigonal, taken to be shallow given trigonal shape",21,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Mactridae,Simomactra,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; four of five species above 80mm, to 100mm in shell length, sinus extends to 1/3 shell lenght in S. planulata, shell elongate, so verging on deep infaunal form, but body size and sinus depth suggest shallow",21,NA,NA,Bartonian,41.2,39.5,Recent,0,0,41.2,39.5,0,0,FALSE,Rec,R,yes
Mactridae,Spisula,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"Stanley 1970, Saul 1973:38; in Alexander et al. 1993 as just beneath sediment surface for S. solida",21,NA,NA,Selandian,61.6,60.4,Recent,0,0,61.6,60.4,0,0,FALSE,Rec,R,yes
Mactridae,Standella,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; Stanley 1970:170 for S. fragilis 50-60mm in shell length, burrowed to 20mm in Pl 27 Fig. 6",21,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Mactridae,Tresus,mobile,deep_infaunal_siphonate,surface_deposit,unattached,feeding Barnes & Morton 1997; Saul 1973:38; Huber 2015 says deeply buried for T. capax and T. nuttallii and T. meropesta; Miller et al. 1980:378 buried up to 1000mm for T. capax and T. nuttallii,31,NA,NA,Chattian_upper,25.57,24.3,Recent,0,0,25.57,24.3,0,0,FALSE,Rec,R,yes
Mactridae,Trinitasia,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; ""deeply buried"" - Huber 2015, shell length 68mm",31,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Mactridae,Tumbeziconcha,mobile,shallow_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; shell sizes from 23 to 45mm, sinus extending to midline in T. thracioides, but taken to be shallow given small body size",21,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Mactridae,Zenatia,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; deep burrower - Beu & Raine 2009; shell length to 101mm in Z. acinaces, form is very elongate, with sinus extending to just beyond the midline",31,NA,NA,Chattian_lower,28.1,26.835,Recent,0,0,28.1,26.835,0,0,FALSE,Rec,R,yes
Mactridae,Zenatina,mobile,deep_infaunal_siphonate,surface_deposit,unattached,"feeding Barnes & Morton 1997; shell length to 73 mm in Z. victoriae, form is very elongate, with sinus extending to 3/4 of shell length, so taken to be deep",31,NA,NA,Messinian_upper,6.29,5.81,Recent,0,0,6.29,5.81,0,0,FALSE,Rec,R,yes
Mactromyopsisidae,Clisocolus,mobile,infaunal_asiphonate,suspension,unattached,"Sundberg 1980:844 for Maastrichtian Clisocolus as SF (suspension feeder), SHIF (shallow infaunal), asiphonate, but does not cite reason for asiphonate call.",1,1,2,Cenomanian_lower,100.5,99.4,Maastrichtian,66,69.1,100.5,99.4,69.1,66,FALSE,Maas,V,yes
Mactromyopsisidae,Thetis,mobile,infaunal_asiphonate,suspension,unattached,"similar shell morphology to Clisocolus, so taken to be same function",1,1,2,Hauterivian_lower,133.9,133,Maastrichtian,66,69.1,133.9,133,69.1,66,FALSE,Maas,V,yes
Malleidae,Malleus,immobile,semi-infaunal,suspension,byssate,"Tsubaki et al. 2011: Table 1 as ""recumbent on sandy bottom"" but Yonge XXX:401 Fig. 13 shows semi-infaunal and byssally attached",25,NA,NA,Aquitanian,23.03,21.735,Recent,0,0,23.03,21.735,0,0,FALSE,Rec,R,yes
Malletiidae,Adrana,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"Stanley 1970, Leonard-Pingel & Jackson 2013, also Huber 2015: ""just beneath the surface"", also NMITA,",9,NA,NA,Selandian,61.6,60.4,Recent,0,0,61.6,60.4,0,0,FALSE,Rec,R,yes
Malletiidae,Aequiyoldia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,Davenport 1988 as siphonate mixed deposit suspension feeder.,9,NA,NA,Ypresian_lower,56,53.95,Recent,0,0,56,53.95,0,0,FALSE,Rec,R,yes
Malletiidae,Australoneilo,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,for Malletiidae,9,1,2.62,Maastrichtian,72.1,69.05,Priabonian,33.9,35.9,72.1,69.05,35.9,33.9,FALSE,Maas,S,yes
Malletiidae,Austrotindaria,mobile,infaunal_asiphonate,subsurface_deposit,unattached,"taken to be similar to Tindaria in laking siphons- see Verrill & Bush 1997, Waren 1989, La Perna 2008",18,1,2.5,Induan_lower,252.2,251.65,Recent,0,0,252.2,251.65,0,0,FALSE,both,S,yes
Malletiidae,Bathymalletia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,for Malletiidae,9,NA,NA,Rupelian_upper,31,29.55,Recent,0,0,31,29.55,0,0,FALSE,Rec,R,yes
Malletiidae,Carinineilo,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,for family Neilonellidae,9,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Malletiidae,Cnesterium,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"taken to be shallow, like Yoldia (see Stanley 1970)",9,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Malletiidae,Kalayoldia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"taken to be shallow, like Yoldia (see Stanley 1970)",9,NA,NA,Priabonian_lower,37.8,36.825,Recent,0,0,37.8,36.825,0,0,FALSE,Rec,R,yes
Malletiidae,Katadesmia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,deep pallial sinus,9,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Malletiidae,Malletia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,Morton et al. 1998 for family,9,1,2.5,Valanginian_lower,139.4,137.9,Recent,0,0,139.4,137.9,0,0,FALSE,both,S,yes
Malletiidae,Megayoldia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"taken to be shallow, like Yoldia (see Stanley 1970)",9,NA,NA,Priabonian,37.8,35.85,Recent,0,0,37.8,35.85,0,0,FALSE,Rec,R,yes
Malletiidae,Menneroctenia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,for Malletiidae,9,1,1.5,Santonian,86.3,84.95,Danian_upper,61.6,62.7,86.3,84.95,62.7,61.6,FALSE,Maas,S,yes
Malletiidae,Neilo,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"Morton et al. 1998, Aberhan & Kiessling 2015 Supplement",9,1,2.5,Campanian_lower,83.6,81.685,Recent,0,0,83.6,81.685,0,0,FALSE,both,S,yes
Malletiidae,Neilonella,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,Morton et al. 1998 for family,9,1,2.5,Sinemurian,199.3,195.05,Recent,0,0,199.3,195.05,0,0,FALSE,both,S,yes
Malletiidae,Orthoyoldia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"taken to be shallow, like Yoldia (see Stanley 1970)",9,NA,NA,Ypresian_upper,51.9,49.85,Recent,0,0,51.9,49.85,0,0,FALSE,Rec,R,yes
Malletiidae,Perrisonota,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,for Malletiidae,9,1,2.62,Albian_middle,108.83,106.75,Maastrichtian_upper,66,67.5,108.83,106.75,67.5,66,FALSE,Maas,V,yes
Malletiidae,Portlandia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"often discussed as deposit feeder in ecological studies, and Killeen & Turner, JA note similarity to Yoldiella, so taken to be same function as most yoldiids. They note Coan et al. 2000 describing an inhalent siphon that opens ventrally (also casually noted in Coan& Valentich-Scott Trop W Amer p. 85.",9,1,1.5,Barremian,130.8,128.55,Recent,0,0,130.8,128.55,0,0,FALSE,both,S,yes
Malletiidae,Pristigloma,mobile,infaunal_asiphonate,subsurface_deposit,unattached,"Allen & Sanders 1973:256 Fig. 22 say ""nonsiphonate Pristiglomidae""",18,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Malletiidae,Pseudoglomus,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,for Malletiidae,9,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Malletiidae,Pseudomalletia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,for Malletiidae,9,NA,NA,Zanclean,5,4,Recent,0,0,5,4,0,0,FALSE,Rec,R,yes
Malletiidae,Pseudoneilonella,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,for family Neilonellidae,9,NA,NA,Langhian,15.97,14.895,Recent,0,0,15.97,14.895,0,0,FALSE,Rec,R,yes
Malletiidae,Pseudotindaria,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,taken to be same as other neilonelldis,9,NA,NA,Ypresian_upper,51.9,49.85,Recent,0,0,51.9,49.85,0,0,FALSE,Rec,R,yes
Malletiidae,Sarepta,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,taken to be shallow bec of small size of shelf-depth spp (5-12 mm),9,1,1.5,Olenekian_upper,248.6,247.85,Recent,0,0,248.6,247.85,0,0,FALSE,both,S,yes
Malletiidae,Scissileda,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"Kilburn 1994:165 descr genus, notes relatively deep pallial sinus, so siphonate, notes ecology on p. 168 as assoc. w muddy substrates, with other species in more sandy muds, does not note feeding.",9,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Malletiidae,Tindaria,mobile,infaunal_asiphonate,subsurface_deposit,unattached,"protobanch lacking siphons - Verrill & Bush 1997, Waren 1989, La Perna 2008",18,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Malletiidae,Yoldia,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"Stanley 1970:117 as very active and rapid burrower and ""genus live[s] with the shell completely buried, and proboscidial feeding takes place entirely beneath the sediment surface""...""tips of the siphons normally stand 2 to 3 mm above the soupy sediment surface""; La Perna & Raigani 2008:296 ""Surface feeding was proved to be adopted by Yoldia hyperborea in response to algal blooms (Stead & Thompson, 2006); Huber 2015 reports species from fish stomachs, which indirectly implies a near-surface lifestyle.",9,1,1.5,Albian_upper,104.67,102.585,Recent,0,0,104.67,102.585,0,0,FALSE,both,S,yes
Malletiidae,Yoldiella,mobile,shallow_infaunal_siphonate,subsurface_deposit,unattached,"Morton et al. 1998; small, with shallow pallial sinus; see also Kilburn 1994",9,1,1.5,Maastrichtian,72.1,69.05,Recent,0,0,72.1,69.05,0,0,FALSE,both,S,yes
Margaritidae,Pinctada,immobile,epifaunal,suspension,byssate,"assumed to be largely immobile throughout life, but note that in aquarium settings, can detach byssus and move several cm a day (Giraldes et al. 2019)",8,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Amarilladesma,mobile,deep_infaunal_siphonate,suspension,unattached,"Huber 2015 Excel file ""usually deeply (up to 20 cm) buried in sandy bottoms; 98mm""; Narci 1981, discussed in Kondo & Stace 1995:75; observed to burrowing to between 20-80mm in Cledón & Nuñez 2009:Fig 1 [longer shells are found deeper]",5,NA,NA,Ionian,0.78,0.395,Recent,0,0,0.78,0.395,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Amesodesma,mobile,shallow_infaunal_siphonate,suspension,unattached,"species mostly small acc. to Huber 2015 (<20mm), with one reaching 33 mm. No descr of relative burrowing depth, but one as in holdfasts of shrubs; pallial sinus relatively short in A. elongata (biv3d meshid 3455), extends 1/4 of total shell length from posterior margin",3,NA,NA,Tortonian-Messinian,11.63,8.48,Recent,0,0,11.63,8.48,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Anapella,mobile,shallow_infaunal_siphonate,suspension,unattached,no pallial sinus in biv3d meshid 2891 and genus noted as lacking siphon Cotton 1961:294,3,NA,NA,Piacenzian,3.6,3.095,Recent,0,0,3.6,3.095,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Atactodea,mobile,shallow_infaunal_siphonate,suspension,unattached,"Oliver et al. 2023:510 ""free living in mobile sands at mid tide levels.""; pallial sinus very shallow, less than 1/4 total body length from the posterior margin (for biv3d meshid 2870 Atactodea striata (Gmelin 1791)",3,NA,NA,Piacenzian,3.6,3.095,Recent,0,0,3.6,3.095,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Ceronia,mobile,deep_infaunal_siphonate,suspension,unattached,"Stanley 1970:167 observes Mesodesma arctatum (Conrad) (=Ceronia acc. to Huber 2015) as deep burrower ""depth of burial is equal to one-half or three-quarters of the shell length (PI. 26, fig. 9 shows specimens burowed to 15mm). Individuals living intertidally were observed to occupy life positions at about twice this depth of burial when the tide was out. Apparently, they dig more deeply into the sediment with the falling tide to seek protection from heat and dessication.""",5,NA,NA,Priabonian,37.8,35.85,Recent,0,0,37.8,35.85,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Ceroniola,mobile,deep_infaunal_siphonate,suspension,unattached,"large bodied (41mm long), very elongate, no mention of pallial sinus in Stinnesbeck 1986 but Wilckens 1904:250 describes sinus as [translated] ""The mantle line arises not from the bottom of the posterior impression, but more in the middle, forming a rounded sinus before sharply bending forward.""; taken to be deep given elongate form and size",5,1,3,Maastrichtian,72.1,69.05,Maastrichtian,66,69.1,72.1,69.05,65.5,65,TRUE,Maas,S,yes
Mesodesmatidae,Coecella,mobile,shallow_infaunal_siphonate,suspension,unattached,"Huber 2015 Excel cites most species as having small pallial sinus, C. chinensis biv3d meshid 3434 shows pallial sinus extending no more than 1/4 total body length",3,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Davila,mobile,shallow_infaunal_siphonate,suspension,unattached,"28 mm in Huber 2015, no mention of burrowing depth.",3,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Mesodesmatidae,Donacilla,mobile,shallow_infaunal_siphonate,suspension,unattached,"Huber 2015 Excel notes that Donacilla cornea (G. S. Poli 1791) buried (up to 10cm) in coarse sand, but size 28mm; sinus depth in both species D. cornea and D. picta are relatively shallow, extending no more than 1/4 total body length from the posterior margin, and Whiteley & Owen 1997:478 ""filter-feeder and, when immersed, extends short siphons above the sand surface; although frequently exposed to view by wave scour, it normally lives just below the substrate surface.""",3,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Mesodesma,mobile,deep_infaunal_siphonate,suspension,unattached,"Narchi 1981, Mondal & Harries 2016 as shallow burrower; Huber 2015 says ""Mesodesma ((Mesodesma) donacium (Lamarck 1818) deeply (5-20cm) buried in fine sand"" and Signorelli 2019:96 ""mentions the remarkable gaped posterior end in M. donacium"" but that the pallial sinus is short; Riascos et al. 2008 note the species burrows to a depth of around 10 cm, but can reach 25 cm if disturbed; 10cm deep in Arntz et al. 1987.",5,NA,NA,Piacenzian,3.6,3.095,Recent,0,0,3.6,3.095,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Paphies,mobile,shallow_infaunal_siphonate,suspension,unattached,"Paphies australis large (83mm) in Huber. Hull et al. 2009 note active burrower but apparently lives close to the sediment water interface owing to it's relative short siphons (pallial sinus does not reach more than 1/4 of the shell length from the posterior margin). Other species in genus burrow deep, see Kondo & Stace 1995 study Paphies (Taria) ventricosa and observe maximum burrowing depth up to 1.7 times the shell length (see fa",3,NA,NA,Bartonian_upper,39.5,38.65,Recent,0,0,39.5,38.65,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Paphies,mobile,deep_infaunal_siphonate,suspension,unattached,Kondo & Stace 1995 study Paphies (Taria) ventricosa and observe maximum burrowing depth up to 1.7 times the shell length (see fantastic Fig. 5 that shows relationship between burrowing depth and shell length).,5,NA,NA,Bartonian_upper,39.5,38.65,Recent,0,0,39.5,38.65,0,0,FALSE,Rec,R,yes
Mesodesmatidae,Regterenia,mobile,shallow_infaunal_siphonate,suspension,unattached,only species 7.5mm in Huber 2015,3,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Monopleuridae,Artigesia,immobile,semi-infaunal,photosymbiotic,unattached,"elevator - RV conical, LV cap-like - Freneix & Sornay 1974",2,1.5,2.5,Maastrichtian_lower,72.1,70.575,Maastrichtian_upper,66,67.5,72.1,70.575,66.1,66,FALSE,Maas,V,yes
Monopleuridae,Gyropleura,immobile,epifaunal,photosymbiotic,cemented,clinger - Gili & Skelton 1993,19,1.5,2.5,Aptian_lower,126.3,124.65,Maastrichtian_upper,66,67.5,126.3,124.65,65.5,65,TRUE,Maas,S,yes
Monopleuridae,Monopleura,immobile,semi-infaunal,photosymbiotic,unattached,elevator - Gili et al. 1995,2,1.5,2.5,Berriasian_lower,145,144.25,Maastrichtian_upper,66,67.5,145,144.25,67.5,66,FALSE,Maas,V,yes
Myidae,Arenomya,immobile,deep_infaunal_siphonate,suspension,unattached,"family ""essentially immobile"" - Southern Synthesis p. 364; M. arenaria to 10-20 cm - Stanley 1970:190-191 discusses capacity to reburrow in laboratory settings when sediment is fluidized, but in nature, most live among seagrass roots and more compact sediments, suggesting that burrowing is likely to be limited. The siphons also fill a permanent tube.",22,NA,NA,Ypresian_lower,56,53.95,Recent,0,0,56,53.95,0,0,FALSE,Rec,R,yes
Myidae,Cryptomya,mobile,commensal,suspension,byssate,"Huber 2015 says C. californica, type sp, is *byssate*; Lawry 1987 observes their burrowing behavior, so mobile; commensal with burrowing shrimp - Morris et al. 1980:386-387; see also Yonge 1951, Griffin et al. 2004; see additional references supporting commensal lifestyle in Zhang et al. 2012",33,NA,NA,Bartonian,41.2,39.5,Recent,0,0,41.2,39.5,0,0,FALSE,Rec,R,yes
