Sample label,d13C,d18O,mbsf,mcd,"age DT14/Woelders17, La11",Source,comment
"208-1262B-22H-3,107-108",1.41,-0.03,193.735,214.725,65.58954762,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,20-21",1.41,-0.02,193.705,214.727,65.58993524,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,21-22",1.39,-0.16,193.715,214.745,65.59310667,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,113-114",1.35,-0.09,193.795,214.785,65.60011905,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,25-26",1.48,0.03,193.755,214.804,65.60443238,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,26-27",1.49,0.13,193.765,214.814,65.60695619,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,29-30",1.56,0.03,193.795,214.844,65.61452762,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,119-120",1.40,0.03,193.855,214.845,65.61488095,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,32-33",1.50,0.03,193.825,214.874,65.62209905,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,122-123",1.51,0.08,193.885,214.875,65.62245238,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,34-35",1.53,0.07,193.845,214.894,65.62714667,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,35-36",1.56,0.05,193.855,214.904,65.62967048,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,125-126",1.60,0.02,193.915,214.905,65.63002381,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,37-38",1.54,-0.02,193.875,214.924,65.6347181,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,38-39",1.51,-0.09,193.885,214.934,65.6372419,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,128-129",1.63,0.08,193.945,214.935,65.63759524,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,40-41",1.58,-0.02,193.905,214.954,65.64228952,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,131-132",1.42,-0.13,193.975,214.965,65.64516667,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,43-44",1.58,-0.07,193.935,214.984,65.64986095,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,44-45",1.37,-0.08,193.945,214.994,65.65238476,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,134-135",1.72,0.27,194.005,214.995,65.6527381,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,46-47",1.64,0.25,193.965,215.014,65.65743238,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,47-48",1.59,0.29,193.975,215.024,65.65995619,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,48-49",1.66,0.28,193.985,215.034,65.66248,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,49-50",1.57,0.16,193.995,215.044,65.66500381,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,51-52",1.56,0.24,194.015,215.064,65.67005143,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,53-54",1.58,0.25,194.035,215.084,65.67509905,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,55-56",1.69,0.29,194.055,215.104,65.68014667,Barnet et al. (2017),benthic foraminifera
"208-1262B-22H-3,146-147",1.51,0.12,194.125,215.115,65.68302381,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,58-59",1.64,0.28,194.085,215.134,65.6877181,Barnet et al. (2017),benthic foraminifera
"208-1262B-22H-3,149-150",1.44,0.11,194.155,215.145,65.69059524,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,61-62",1.60,0.18,194.115,215.164,65.69528952,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,62-63",1.52,0.20,194.125,215.174,65.69781333,Barnet et al. (2017),benthic foraminifera
"208-1262B-22H-4,2-3",1.41,0.10,194.185,215.175,65.69816667,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,64-65",1.44,0.18,194.145,215.194,65.70286095,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,65-66",1.48,0.05,194.155,215.204,65.70538476,Barnet et al. (2017),benthic foraminifera
"208-1262B-22H-4,5-6",1.55,0.19,194.215,215.205,65.7057381,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,68-69",1.63,0.20,194.185,215.229,65.715064,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,69-70",1.51,0.20,194.195,215.238,65.71855,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,71-72",1.63,0.10,194.215,215.255,65.7259,Barnet et al. (2017),benthic foraminifera
"208-1262B-22H-4,11-12",1.60,0.16,194.275,215.269,65.731738,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,73-74",1.56,0.13,194.235,215.275,65.7343,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,75-76",1.59,0.12,194.255,215.295,65.7427,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,77-78",1.66,0.27,194.275,215.315,65.7511,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,78-79",1.55,0.18,194.285,215.325,65.7553,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,80-81",1.53,0.15,194.305,215.345,65.7637,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,81-82",1.60,0.16,194.315,215.355,65.7679,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,82-83",1.66,0.15,194.325,215.365,65.7721,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,83-84",1.55,0.18,194.335,215.375,65.7763,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,84-85",1.56,0.16,194.345,215.385,65.7805,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,85-86",1.61,0.26,194.355,215.395,65.7847,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,86-87",1.60,0.17,194.365,215.405,65.7889,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,87-88",1.61,0.18,194.375,215.415,65.7931,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,88-89",1.46,0.14,194.385,215.425,65.7973,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,89-90",1.46,0.17,194.395,215.435,65.8015,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,90-91",1.56,0.14,194.405,215.445,65.8057,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,91-92",1.59,0.21,194.415,215.455,65.8099,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,92-93",1.48,0.25,194.425,215.465,65.813125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,93-94",1.55,0.17,194.435,215.475,65.815375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,94-95",1.62,0.19,194.445,215.485,65.817625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,95-96",1.54,0.16,194.455,215.495,65.819875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,96-97",1.53,0.14,194.465,215.505,65.822125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,97-98",1.61,0.14,194.475,215.515,65.824375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,98-99",1.50,0.16,194.485,215.525,65.826625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,99-100",1.61,0.20,194.495,215.535,65.828875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,100-101",1.58,0.18,194.505,215.545,65.831125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,101-102",1.70,0.25,194.515,215.555,65.833375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,102-103",1.67,0.04,194.525,215.565,65.835625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,103-104",1.58,0.14,194.535,215.575,65.837875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,104-105",1.57,0.19,194.545,215.585,65.840125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,105-106",1.74,0.20,194.555,215.595,65.842375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,106-107",1.72,0.23,194.565,215.605,65.844625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,107-108",1.71,0.24,194.575,215.615,65.846875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,108-109",1.80,0.21,194.585,215.625,65.849125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,109-110",1.82,0.26,194.595,215.635,65.851375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,110-111",1.78,0.24,194.605,215.645,65.853625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,111-112",1.97,0.29,194.615,215.655,65.855875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,112-113",1.84,0.26,194.625,215.665,65.858125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,113-114",1.90,0.29,194.635,215.675,65.860375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,114-115",1.80,0.24,194.645,215.685,65.862625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,115-116",1.85,0.24,194.655,215.695,65.864875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,116-117",1.85,0.15,194.665,215.705,65.867125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,117-118",1.88,0.24,194.675,215.715,65.869375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,118-119",1.83,0.21,194.685,215.725,65.871625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,119-120",1.80,0.26,194.695,215.735,65.873875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,120-121",1.81,0.25,194.705,215.745,65.876125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,121-122",1.83,0.29,194.715,215.755,65.878375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,122-123",1.84,0.27,194.725,215.765,65.880625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,123-124",1.87,0.24,194.735,215.775,65.882875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,124-125",1.78,0.28,194.745,215.785,65.885125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,125-126",1.81,0.25,194.755,215.795,65.887375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,126-127",1.93,0.29,194.765,215.805,65.889625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,127-128",1.91,0.20,194.775,215.815,65.891875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,128-129",1.90,0.22,194.785,215.825,65.894125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,129-130",1.90,0.19,194.795,215.835,65.896375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,130-131",2.00,0.26,194.805,215.845,65.898625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,131-132",1.94,0.24,194.815,215.855,65.900875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,132-133",2.05,0.31,194.825,215.865,65.903125,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,133-134",1.96,0.20,194.835,215.875,65.905375,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,134-135",1.99,0.25,194.845,215.885,65.907625,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,135-136",1.99,0.28,194.855,215.895,65.909875,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,137-138",1.99,0.24,194.875,215.915,65.91427632,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,138-139",1.98,0.28,194.885,215.925,65.91646053,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,139-140",1.92,0.22,194.895,215.935,65.91864474,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,140-141",1.89,0.25,194.905,215.945,65.92082895,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,141-142",1.93,0.25,194.915,215.955,65.92301316,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,142-143",1.98,0.29,194.925,215.965,65.92519737,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,143-144",2.08,0.33,194.935,215.975,65.92738158,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,144-145",1.98,0.26,194.945,215.985,65.92956579,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-1,146-147",2.07,0.30,194.965,216.005,65.93393421,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,0-1",2.11,0.32,195.005,216.045,65.94267105,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,1-2",2.09,0.26,195.015,216.055,65.94485526,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,2-3",1.97,0.22,195.025,216.065,65.94703947,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,3-4",2.11,0.27,195.035,216.075,65.94922368,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,4-5",2.14,0.31,195.045,216.085,65.95140789,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,5-6",2.09,0.28,195.055,216.095,65.95359211,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,6-7",2.04,0.28,195.065,216.105,65.95577632,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,8-9",2.11,0.26,195.085,216.125,65.96014474,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,9-10",2.15,0.29,195.095,216.135,65.96232895,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,10-11",1.91,0.20,195.105,216.145,65.96451316,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,12-13",2.06,0.24,195.125,216.165,65.96888158,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,14-15",2.16,0.35,195.145,216.185,65.97325,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,16-17",2.07,0.27,195.165,216.205,65.97761842,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,18-19",2.28,0.39,195.185,216.225,65.98198684,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,20-21",2.28,0.41,195.205,216.245,65.98635526,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,22-23",2.29,0.37,195.225,216.265,65.99072368,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,24-25",2.25,0.36,195.245,216.285,65.99432558,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,26-27",2.29,0.43,195.265,216.305,65.99562791,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,28-29",2.21,0.50,195.285,216.325,65.99693023,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,30-31",2.27,0.44,195.305,216.345,65.99823256,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,32-33",2.31,0.37,195.325,216.365,65.99953488,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,34-35",2.35,0.43,195.345,216.385,66.00083721,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,36-37",2.25,0.32,195.365,216.405,66.00213953,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,38-39",2.22,0.32,195.385,216.425,66.00344186,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,42-43",2.12,0.30,195.425,216.465,66.00604651,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,44-45",2.29,0.30,195.445,216.485,66.00734884,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,47-48",2.30,0.33,195.475,216.515,66.00930233,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,49-50",2.32,0.37,195.495,216.535,66.01060465,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,51-52",2.26,0.25,195.515,216.555,66.01190698,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,54-55",2.28,0.39,195.545,216.585,66.01386047,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,56-57",2.29,0.33,195.565,216.605,66.01516279,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,58-59",2.23,0.30,195.585,216.625,66.01646512,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,60-61",2.16,0.24,195.605,216.645,66.01776744,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,61-62",2.25,0.24,195.615,216.655,66.0184186,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,69-70",2.13,0.34,195.695,216.735,66.02309467,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,78-79",2.04,0.47,195.785,216.825,66.0270355,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,79-80",2.03,0.49,195.795,216.835,66.02747337,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,101-102",2.08,0.44,196.015,217.055,66.03710651,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,107-108",2.01,0.42,196.075,217.115,66.03973373,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,113-114",1.94,0.38,196.135,217.175,66.04236095,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,119-120",1.92,0.37,196.195,217.235,66.04498817,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,125-126",1.83,0.32,196.255,217.295,66.04761538,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,137-138",1.86,0.37,196.375,217.415,66.05286982,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-2,146-147",1.79,0.10,196.465,217.505,66.05681065,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,6-7",1.92,0.32,196.565,217.605,66.06118935,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,18-19",1.70,0.14,196.685,217.725,66.06644379,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,24-25",1.81,0.24,196.745,217.785,66.06907101,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,30-31",1.86,0.26,196.805,217.845,66.07169822,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,36-37",1.93,0.26,196.865,217.905,66.07432544,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,48-49",1.67,0.14,196.985,218.025,66.07957988,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,57-58",1.79,0.10,197.075,218.115,66.08352071,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,66-67",1.64,-0.04,197.165,218.205,66.08746154,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,96-97",1.70,-0.04,197.465,218.505,66.10110682,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,102-103",1.85,-0.03,197.525,218.565,66.104025,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,111-112",1.91,0.03,197.615,218.655,66.10840227,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,120-121",1.87,-0.07,197.705,218.745,66.11277955,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,126-127",1.77,-0.12,197.765,218.805,66.11569773,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,132-133",1.68,-0.09,197.825,218.865,66.11861591,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,138-139",1.68,-0.04,197.885,218.925,66.12153409,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-3,141-142",1.64,-0.06,197.915,218.955,66.12299318,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,3-4",1.67,-0.09,198.035,219.075,66.12882955,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,6-7",1.72,-0.08,198.065,219.105,66.13028864,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,12-13",1.70,0.01,198.125,219.165,66.13320682,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,15-16",1.77,-0.15,198.155,219.195,66.13466591,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,21-22",1.69,-0.18,198.215,219.255,66.13758409,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,27-28",1.63,-0.26,198.275,219.315,66.14050227,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,36-37",1.56,-0.15,198.365,219.405,66.14487955,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,42-43",1.59,-0.17,198.425,219.465,66.14779773,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,45-46",1.58,-0.10,198.455,219.495,66.14925682,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,51-52",1.79,-0.07,198.515,219.555,66.152175,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,57-58",1.80,-0.11,198.575,219.615,66.15509318,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,63-64",1.81,-0.15,198.635,219.675,66.15801136,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,66-67",1.50,-0.29,198.665,219.705,66.15947045,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,72-73",1.69,-0.27,198.725,219.765,66.16238864,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,78-79",1.60,-0.32,198.785,219.825,66.16530682,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,87-88",1.39,-0.30,198.875,219.915,66.16968409,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,93-94",1.50,-0.27,198.935,219.975,66.17260227,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,99-100",1.48,-0.26,198.995,220.035,66.17552045,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,102-103",1.44,-0.20,199.025,220.065,66.17697955,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,108-109",1.50,-0.16,199.085,220.125,66.17989773,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,111-112",1.59,-0.26,199.115,220.155,66.18135682,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,117-118",1.59,-0.33,199.175,220.215,66.184275,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,120-121",1.53,-0.32,199.205,220.245,66.18573409,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,123-124",1.61,-0.20,199.235,220.275,66.18719318,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,126-127",1.49,0.01,199.265,220.305,66.18865227,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,132-133",1.47,-0.31,199.325,220.365,66.19157045,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,135-136",1.29,-0.33,199.355,220.395,66.19302955,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,138-139",1.51,-0.28,199.385,220.425,66.19448864,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-4,147-148",1.60,-0.36,199.475,220.515,66.19886591,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,0-1",1.56,-0.33,199.505,220.545,66.200325,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,12-13",1.36,-0.30,199.625,220.665,66.20634286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,15-16",1.21,-0.15,199.655,220.695,66.20788571,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,18-19",1.26,-0.10,199.685,220.725,66.20942857,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,27-28",1.27,-0.02,199.775,220.815,66.21405714,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,30-31",1.48,-0.17,199.805,220.845,66.2156,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,33-34",1.54,-0.28,199.835,220.875,66.21714286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,39-40",1.64,-0.24,199.895,220.935,66.22022857,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,45-46",1.64,-0.22,199.955,220.995,66.22331429,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,48-49",1.64,-0.31,199.985,221.025,66.22485714,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,54-55",1.52,-0.35,200.045,221.085,66.22794286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,57-58",1.47,-0.26,200.075,221.115,66.22948571,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,60-61",1.49,-0.31,200.105,221.145,66.23102857,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,63-64",1.42,-0.17,200.135,221.175,66.23257143,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,69-70",1.40,-0.14,200.195,221.235,66.23565714,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,75-76",1.50,-0.12,200.255,221.295,66.23874286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,78-79",1.44,-0.15,200.285,221.325,66.24028571,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,84-85",1.70,-0.05,200.345,221.385,66.24337143,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,90-91",1.61,-0.18,200.405,221.445,66.24645714,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,93-94",1.57,-0.22,200.435,221.475,66.248,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,99-100",1.46,-0.22,200.495,221.535,66.25108571,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,105-106",1.44,-0.25,200.555,221.595,66.25417143,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,108-109",1.66,-0.05,200.585,221.625,66.25571429,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,114-115",1.53,-0.09,200.645,221.685,66.2588,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,117-118",1.50,-0.10,200.675,221.715,66.26034286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,120-121",1.61,-0.08,200.705,221.745,66.26188571,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,123-124",1.64,-0.04,200.735,221.775,66.26342857,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,129-130",1.63,-0.04,200.795,221.835,66.26651429,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,132-133",1.70,-0.03,200.825,221.865,66.26805714,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,138-139",1.72,0.00,200.885,221.925,66.27114286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,144-145",1.66,-0.04,200.945,221.985,66.27422857,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-5,147-148",1.68,-0.09,200.975,222.015,66.27577143,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,0-1",1.66,-0.08,201.005,222.045,66.27731429,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,3-4",1.55,-0.11,201.035,222.075,66.27885714,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,9-10",1.49,0.04,201.095,222.135,66.28194286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,12-13",1.42,0.05,201.125,222.165,66.28348571,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,18-19",1.49,0.09,201.185,222.225,66.28657143,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,24-25",1.62,0.16,201.245,222.285,66.28965714,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,27-28",1.61,0.22,201.275,222.315,66.2912,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,30-31",1.56,0.07,201.305,222.345,66.29274286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,36-37",1.70,0.16,201.365,222.405,66.29582857,Barnet et al. (2017),benthic foraminifera
